parameter_alpha,pair_id,permute_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
0.4,2,90,42,100000,100000,51,89,363,365,0.5,0.36764705882352944,0.42610837438423643
0.4,2,91,42,100000,100000,197,175,363,365,0.5,0.411522633744856,0.42610837438423643
0.4,2,92,42,100000,100000,232,163,363,365,0.5,0.4025974025974026,0.42610837438423643
0.4,2,93,42,100000,100000,234,61,363,365,0.5,0.4090909090909091,0.42610837438423643
0.4,2,94,42,100000,100000,130,203,363,365,0.5,0.3968253968253968,0.42610837438423643
0.4,2,95,42,100000,100000,232,22,363,365,0.5,0.3939393939393939,0.42610837438423643
0.4,2,96,42,100000,100000,140,236,363,365,0.5,0.39603960396039606,0.42610837438423643
0.4,2,97,42,100000,100000,60,156,363,365,0.5,0.38823529411764707,0.42610837438423643
0.4,2,98,42,100000,100000,86,218,363,365,0.5,0.3983739837398374,0.42610837438423643
0.4,2,99,42,100000,100000,79,168,363,365,0.5,0.4144144144144144,0.42610837438423643
0.4,3,0,42,100000,100000,451,79,370,366,0.5,0.4766355140186916,0.4913151364764268
0.4,3,1,42,100000,100000,184,28,370,366,0.5,0.4473684210526316,0.4913151364764268
0.4,3,2,42,100000,100000,127,352,370,366,0.5,0.4583333333333333,0.4913151364764268
0.4,3,3,42,100000,100000,73,106,370,366,0.5,0.47,0.4913151364764268
0.4,3,4,42,100000,100000,134,119,370,366,0.5,0.4588235294117647,0.4913151364764268
0.4,3,5,42,100000,100000,63,54,370,366,0.5,0.4520547945205479,0.4913151364764268
0.4,3,6,42,100000,100000,259,252,370,366,0.5,0.5059523809523809,0.4913151364764268
0.4,3,7,42,100000,100000,296,133,370,366,0.5,0.45698924731182794,0.4913151364764268
0.4,3,8,42,100000,100000,68,100,370,366,0.5,0.4888888888888889,0.4913151364764268
0.4,3,9,42,100000,100000,208,189,370,366,0.5,0.4807692307692308,0.4913151364764268
0.4,3,10,42,100000,100000,189,96,370,366,0.5,0.47692307692307695,0.4913151364764268
0.4,3,11,42,100000,100000,109,266,370,366,0.5,0.46258503401360546,0.4913151364764268
0.4,3,12,42,100000,100000,135,96,370,366,0.5,0.47692307692307695,0.4913151364764268
0.4,3,13,42,100000,100000,57,217,370,366,0.5,0.46835443037974683,0.4913151364764268
0.4,3,14,42,100000,100000,189,71,370,366,0.5,0.47368421052631576,0.4913151364764268
0.4,3,15,42,100000,100000,59,230,370,366,0.5,0.48148148148148145,0.4913151364764268
0.4,3,16,42,100000,100000,403,172,370,366,0.5,0.4769874476987448,0.4913151364764268
0.4,3,17,42,100000,100000,220,238,370,366,0.5,0.5,0.4913151364764268
0.4,3,18,42,100000,100000,241,37,370,366,0.5,0.4528301886792453,0.4913151364764268
0.4,3,19,42,100000,100000,158,126,370,366,0.5,0.4619883040935672,0.4913151364764268
0.4,3,20,42,100000,100000,150,147,370,366,0.5,0.4603960396039604,0.4913151364764268
0.4,3,21,42,100000,100000,161,245,370,366,0.5,0.47641509433962265,0.4913151364764268
0.4,3,22,42,100000,100000,240,247,370,366,0.5,0.5144694533762058,0.4913151364764268
0.4,3,23,42,100000,100000,42,145,370,366,0.5,0.4642857142857143,0.4913151364764268
0.4,3,24,42,100000,100000,102,126,370,366,0.5,0.460431654676259,0.4913151364764268
0.4,3,25,42,100000,100000,232,211,370,366,0.5,0.4965034965034965,0.4913151364764268
0.4,3,26,42,100000,100000,156,130,370,366,0.5,0.4530386740331492,0.4913151364764268
0.4,3,27,42,100000,100000,274,90,370,366,0.5,0.4915254237288136,0.4913151364764268
0.4,3,28,42,100000,100000,219,110,370,366,0.5,0.46405228758169936,0.4913151364764268
0.4,3,29,42,100000,100000,46,259,370,366,0.5,0.47540983606557374,0.4913151364764268
0.4,3,30,42,100000,100000,42,155,370,366,0.5,0.4642857142857143,0.4913151364764268
0.4,3,31,42,100000,100000,186,190,370,366,0.5,0.47560975609756095,0.4913151364764268
0.4,3,32,42,100000,100000,57,262,370,366,0.5,0.46835443037974683,0.4913151364764268
0.4,3,33,42,100000,100000,90,285,370,366,0.5,0.48360655737704916,0.4913151364764268
0.4,3,34,42,100000,100000,117,31,370,366,0.5,0.4318181818181818,0.4913151364764268
0.4,3,35,42,100000,100000,191,162,370,366,0.5,0.48,0.4913151364764268
0.4,3,36,42,100000,100000,217,148,370,366,0.5,0.463768115942029,0.4913151364764268
0.4,3,37,42,100000,100000,153,240,370,366,0.5,0.46568627450980393,0.4913151364764268
0.4,3,38,42,100000,100000,184,355,370,366,0.5,0.4732510288065844,0.4913151364764268
0.4,3,39,42,100000,100000,126,213,370,366,0.5,0.4550898203592814,0.4913151364764268
0.4,3,40,42,100000,100000,244,19,370,366,0.5,0.56,0.4913151364764268
0.4,3,41,42,100000,100000,226,86,370,366,0.5,0.4824561403508772,0.4913151364764268
0.4,3,42,42,100000,100000,4,212,370,366,0.5,0.75,0.4913151364764268
0.4,3,43,42,100000,100000,130,194,370,366,0.5,0.4619883040935672,0.4913151364764268
0.4,3,44,42,100000,100000,82,182,370,366,0.5,0.4818181818181818,0.4913151364764268
0.4,3,45,42,100000,100000,187,124,370,366,0.5,0.4619883040935672,0.4913151364764268
0.4,3,46,42,100000,100000,264,139,370,366,0.5,0.4512820512820513,0.4913151364764268
0.4,3,47,42,100000,100000,94,187,370,366,0.5,0.47244094488188976,0.4913151364764268
0.4,3,48,42,100000,100000,277,98,370,366,0.5,0.48091603053435117,0.4913151364764268
0.4,3,49,42,100000,100000,213,308,370,366,0.5,0.48936170212765956,0.4913151364764268
0.4,3,50,42,100000,100000,128,154,370,366,0.5,0.4583333333333333,0.4913151364764268
0.4,3,51,42,100000,100000,314,496,370,366,0.5,0.5036855036855037,0.4913151364764268
0.4,3,52,42,100000,100000,213,91,370,366,0.5,0.4915254237288136,0.4913151364764268
0.4,3,53,42,100000,100000,367,184,370,366,0.5,0.4880952380952381,0.4913151364764268
0.4,3,54,42,100000,100000,95,161,370,366,0.5,0.4728682170542636,0.4913151364764268
0.4,3,55,42,100000,100000,89,381,370,366,0.5,0.48360655737704916,0.4913151364764268
0.4,3,56,42,100000,100000,62,471,370,366,0.5,0.4880952380952381,0.4913151364764268
0.4,3,57,42,100000,100000,26,188,370,366,0.5,0.5333333333333333,0.4913151364764268
0.4,3,58,42,100000,100000,208,169,370,366,0.5,0.4765957446808511,0.4913151364764268
0.4,3,59,42,100000,100000,164,183,370,366,0.5,0.4790697674418605,0.4913151364764268
0.4,3,60,42,100000,100000,151,248,370,366,0.5,0.4630541871921182,0.4913151364764268
0.4,3,61,42,100000,100000,286,522,370,366,0.5,0.5026881720430108,0.4913151364764268
0.4,3,62,42,100000,100000,176,107,370,366,0.5,0.46258503401360546,0.4913151364764268
0.4,3,63,42,100000,100000,222,142,370,366,0.5,0.457286432160804,0.4913151364764268
0.4,3,64,42,100000,100000,147,144,370,366,0.5,0.45454545454545453,0.4913151364764268
0.4,3,65,42,100000,100000,159,158,370,366,0.5,0.47393364928909953,0.4913151364764268
0.4,3,66,42,100000,100000,430,102,370,366,0.5,0.460431654676259,0.4913151364764268
0.4,3,67,42,100000,100000,299,94,370,366,0.5,0.47244094488188976,0.4913151364764268
0.4,3,68,42,100000,100000,229,177,370,366,0.5,0.47560975609756095,0.4913151364764268
0.4,3,69,42,100000,100000,99,353,370,366,0.5,0.48091603053435117,0.4913151364764268
0.4,3,70,42,100000,100000,95,98,370,366,0.5,0.4728682170542636,0.4913151364764268
0.4,3,71,42,100000,100000,81,101,370,366,0.5,0.4818181818181818,0.4913151364764268
0.4,3,72,42,100000,100000,121,353,370,366,0.5,0.46540880503144655,0.4913151364764268
0.4,3,73,42,100000,100000,114,235,370,366,0.5,0.46405228758169936,0.4913151364764268
0.4,3,74,42,100000,100000,174,226,370,366,0.5,0.4847161572052402,0.4913151364764268
0.4,3,75,42,100000,100000,88,94,370,366,0.5,0.4915254237288136,0.4913151364764268
0.4,3,76,42,100000,100000,197,119,370,366,0.5,0.4588235294117647,0.4913151364764268
0.4,3,77,42,100000,100000,27,129,370,366,0.5,0.4473684210526316,0.4913151364764268
0.4,3,78,42,100000,100000,74,106,370,366,0.5,0.47,0.4913151364764268
0.4,3,79,42,100000,100000,94,319,370,366,0.5,0.47244094488188976,0.4913151364764268
0.4,3,80,42,100000,100000,71,288,370,366,0.5,0.4742268041237113,0.4913151364764268
0.4,3,81,42,100000,100000,99,35,370,366,0.5,0.4489795918367347,0.4913151364764268
0.4,3,82,42,100000,100000,152,189,370,366,0.5,0.46568627450980393,0.4913151364764268
0.4,3,83,42,100000,100000,87,136,370,366,0.5,0.4915254237288136,0.4913151364764268
0.4,3,84,42,100000,100000,149,85,370,366,0.5,0.4824561403508772,0.4913151364764268
0.4,3,85,42,100000,100000,92,124,370,366,0.5,0.48360655737704916,0.4913151364764268
0.4,3,86,42,100000,100000,238,58,370,366,0.5,0.46153846153846156,0.4913151364764268
0.4,3,87,42,100000,100000,247,141,370,366,0.5,0.45454545454545453,0.4913151364764268
0.4,3,88,42,100000,100000,163,110,370,366,0.5,0.46405228758169936,0.4913151364764268
0.4,3,89,42,100000,100000,59,164,370,366,0.5,0.48148148148148145,0.4913151364764268
0.4,3,90,42,100000,100000,136,96,370,366,0.5,0.47692307692307695,0.4913151364764268
0.4,3,91,42,100000,100000,24,175,370,366,0.5,0.5333333333333333,0.4913151364764268
0.4,3,92,42,100000,100000,181,201,370,366,0.5,0.4769874476987448,0.4913151364764268
0.4,3,93,42,100000,100000,175,172,370,366,0.5,0.4847161572052402,0.4913151364764268
0.4,3,94,42,100000,100000,102,150,370,366,0.5,0.460431654676259,0.4913151364764268
0.4,3,95,42,100000,100000,229,22,370,366,0.5,0.5357142857142857,0.4913151364764268
0.4,3,96,42,100000,100000,119,69,370,366,0.5,0.4888888888888889,0.4913151364764268
0.4,3,97,42,100000,100000,149,23,370,366,0.5,0.5333333333333333,0.4913151364764268
0.4,3,98,42,100000,100000,55,106,370,366,0.5,0.45454545454545453,0.4913151364764268
0.4,3,99,42,100000,100000,167,230,370,366,0.5,0.4772727272727273,0.4913151364764268
0.4,4,0,42,100000,100000,278,164,366,376,0.5,0.5144230769230769,0.4849246231155779
0.4,4,1,42,100000,100000,43,235,366,376,0.5,0.5,0.4849246231155779
0.4,4,2,42,100000,100000,90,67,366,376,0.5,0.5176470588235295,0.4849246231155779
0.4,4,3,42,100000,100000,126,125,366,376,0.5,0.54,0.4849246231155779
0.4,4,4,42,100000,100000,119,67,366,376,0.5,0.5176470588235295,0.4849246231155779
0.4,4,5,42,100000,100000,276,154,366,376,0.5,0.5294117647058824,0.4849246231155779
0.4,4,6,42,100000,100000,260,178,366,376,0.5,0.5178571428571429,0.4849246231155779
0.4,4,7,42,100000,100000,191,265,366,376,0.5,0.5230769230769231,0.4849246231155779
0.4,4,8,42,100000,100000,98,233,366,376,0.5,0.5367647058823529,0.4849246231155779
0.4,4,9,42,100000,100000,199,73,366,376,0.5,0.5268817204301075,0.4849246231155779
0.4,4,10,42,100000,100000,101,190,366,376,0.5,0.5319148936170213,0.4849246231155779
0.4,4,11,42,100000,100000,206,85,366,376,0.5,0.5327102803738317,0.4849246231155779
0.4,4,12,42,100000,100000,68,28,366,376,0.5,0.5428571428571428,0.4849246231155779
0.4,4,13,42,100000,100000,80,147,366,376,0.5,0.5370370370370371,0.4849246231155779
0.4,4,14,42,100000,100000,68,180,366,376,0.5,0.5217391304347826,0.4849246231155779
0.4,4,15,42,100000,100000,148,41,366,376,0.5,0.5,0.4849246231155779
0.4,4,16,42,100000,100000,125,27,366,376,0.5,0.5428571428571428,0.4849246231155779
0.4,4,17,42,100000,100000,104,278,366,376,0.5,0.5384615384615384,0.4849246231155779
0.4,4,18,42,100000,100000,254,194,366,376,0.5,0.5180722891566265,0.4849246231155779
0.4,4,19,42,100000,100000,229,80,366,376,0.5,0.52,0.4849246231155779
0.4,4,20,42,100000,100000,130,220,366,376,0.5,0.5222222222222223,0.4849246231155779
0.4,4,21,42,100000,100000,99,237,366,376,0.5,0.5367647058823529,0.4849246231155779
0.4,4,22,42,100000,100000,255,169,366,376,0.5,0.5211267605633803,0.4849246231155779
0.4,4,23,42,100000,100000,53,69,366,376,0.5,0.5135135135135135,0.4849246231155779
0.4,4,24,42,100000,100000,105,343,366,376,0.5,0.5342465753424658,0.4849246231155779
0.4,4,25,42,100000,100000,256,211,366,376,0.5,0.5318352059925093,0.4849246231155779
0.4,4,26,42,100000,100000,208,90,366,376,0.5,0.5495495495495496,0.4849246231155779
0.4,4,27,42,100000,100000,144,47,366,376,0.5,0.4915254237288136,0.4849246231155779
0.4,4,28,42,100000,100000,168,72,366,376,0.5,0.5217391304347826,0.4849246231155779
0.4,4,29,42,100000,100000,153,168,366,376,0.5,0.5167464114832536,0.4849246231155779
0.4,4,30,42,100000,100000,98,369,366,376,0.5,0.5367647058823529,0.4849246231155779
0.4,4,31,42,100000,100000,70,271,366,376,0.5,0.5263157894736842,0.4849246231155779
0.4,4,32,42,100000,100000,248,206,366,376,0.5,0.524904214559387,0.4849246231155779
0.4,4,33,42,100000,100000,44,42,366,376,0.5,0.5,0.4849246231155779
0.4,4,34,42,100000,100000,49,126,366,376,0.5,0.4857142857142857,0.4849246231155779
0.4,4,35,42,100000,100000,241,41,366,376,0.5,0.5,0.4849246231155779
0.4,4,36,42,100000,100000,127,344,366,376,0.5,0.5317919075144508,0.4849246231155779
0.4,4,37,42,100000,100000,175,186,366,376,0.5,0.5211864406779662,0.4849246231155779
0.4,4,38,42,100000,100000,354,142,366,376,0.5,0.5317919075144508,0.4849246231155779
0.4,4,39,42,100000,100000,75,106,366,376,0.5,0.5145631067961165,0.4849246231155779
0.4,4,40,42,100000,100000,275,144,366,376,0.5,0.5222222222222223,0.4849246231155779
0.4,4,41,42,100000,100000,141,44,366,376,0.5,0.509090909090909,0.4849246231155779
0.4,4,42,42,100000,100000,137,138,366,376,0.5,0.5329341317365269,0.4849246231155779
0.4,4,43,42,100000,100000,356,94,366,376,0.5,0.5565217391304348,0.4849246231155779
0.4,4,44,42,100000,100000,85,166,366,376,0.5,0.5526315789473685,0.4849246231155779
0.4,4,45,42,100000,100000,83,218,366,376,0.5,0.5495495495495496,0.4849246231155779
0.4,4,46,42,100000,100000,103,87,366,376,0.5,0.5412844036697247,0.4849246231155779
0.4,4,47,42,100000,100000,112,224,366,376,0.5,0.535031847133758,0.4849246231155779
0.4,4,48,42,100000,100000,75,242,366,376,0.5,0.5145631067961165,0.4849246231155779
0.4,4,49,42,100000,100000,205,150,366,376,0.5,0.5294117647058824,0.4849246231155779
0.4,4,50,42,100000,100000,120,95,366,376,0.5,0.5565217391304348,0.4849246231155779
0.4,4,51,42,100000,100000,57,345,366,376,0.5,0.5125,0.4849246231155779
0.4,4,52,42,100000,100000,206,72,366,376,0.5,0.5217391304347826,0.4849246231155779
0.4,4,53,42,100000,100000,42,386,366,376,0.5,0.5,0.4849246231155779
0.4,4,54,42,100000,100000,234,304,366,376,0.5,0.5110410094637224,0.4849246231155779
0.4,4,55,42,100000,100000,170,184,366,376,0.5,0.5172413793103449,0.4849246231155779
0.4,4,56,42,100000,100000,72,29,366,376,0.5,0.5128205128205128,0.4849246231155779
0.4,4,57,42,100000,100000,222,75,366,376,0.5,0.5263157894736842,0.4849246231155779
0.4,4,58,42,100000,100000,287,241,366,376,0.5,0.5161290322580645,0.4849246231155779
0.4,4,59,42,100000,100000,280,28,366,376,0.5,0.5428571428571428,0.4849246231155779
0.4,4,60,42,100000,100000,57,58,366,376,0.5,0.5068493150684932,0.4849246231155779
0.4,4,61,42,100000,100000,136,350,366,376,0.5,0.5294117647058824,0.4849246231155779
0.4,4,62,42,100000,100000,28,182,366,376,0.5,0.5428571428571428,0.4849246231155779
0.4,4,63,42,100000,100000,534,144,366,376,0.5,0.5222222222222223,0.4849246231155779
0.4,4,64,42,100000,100000,29,132,366,376,0.5,0.5428571428571428,0.4849246231155779
0.4,4,65,42,100000,100000,171,117,366,376,0.5,0.5384615384615384,0.4849246231155779
0.4,4,66,42,100000,100000,180,156,366,376,0.5,0.5126903553299492,0.4849246231155779
0.4,4,67,42,100000,100000,93,94,366,376,0.5,0.5565217391304348,0.4849246231155779
0.4,4,68,42,100000,100000,228,439,366,376,0.5,0.5179153094462541,0.4849246231155779
0.4,4,69,42,100000,100000,290,183,366,376,0.5,0.5172413793103449,0.4849246231155779
0.4,4,70,42,100000,100000,77,217,366,376,0.5,0.5238095238095238,0.4849246231155779
0.4,4,71,42,100000,100000,157,233,366,376,0.5,0.5211267605633803,0.4849246231155779
0.4,4,72,42,100000,100000,189,36,366,376,0.5,0.46808510638297873,0.4849246231155779
0.4,4,73,42,100000,100000,177,142,366,376,0.5,0.5317919075144508,0.4849246231155779
0.4,4,74,42,100000,100000,264,264,366,376,0.5,0.5087719298245614,0.4849246231155779
0.4,4,75,42,100000,100000,66,65,366,376,0.5,0.5121951219512195,0.4849246231155779
0.4,4,76,42,100000,100000,69,109,366,376,0.5,0.5268817204301075,0.4849246231155779
0.4,4,77,42,100000,100000,102,167,366,376,0.5,0.5352112676056338,0.4849246231155779
0.4,4,78,42,100000,100000,145,134,366,376,0.5,0.5308641975308642,0.4849246231155779
0.4,4,79,42,100000,100000,48,135,366,376,0.5,0.4852941176470588,0.4849246231155779
0.4,4,80,42,100000,100000,167,167,366,376,0.5,0.5188679245283019,0.4849246231155779
0.4,4,81,42,100000,100000,259,104,366,376,0.5,0.5354330708661418,0.4849246231155779
0.4,4,82,42,100000,100000,101,209,366,376,0.5,0.5319148936170213,0.4849246231155779
0.4,4,83,42,100000,100000,72,124,366,376,0.5,0.5257731958762887,0.4849246231155779
0.4,4,84,42,100000,100000,364,40,366,376,0.5,0.49019607843137253,0.4849246231155779
0.4,4,85,42,100000,100000,96,115,366,376,0.5,0.5298507462686567,0.4849246231155779
0.4,4,86,42,100000,100000,197,359,366,376,0.5,0.5300751879699248,0.4849246231155779
0.4,4,87,42,100000,100000,87,289,366,376,0.5,0.5462184873949579,0.4849246231155779
0.4,4,88,42,100000,100000,102,105,366,376,0.5,0.5390625,0.4849246231155779
0.4,4,89,42,100000,100000,109,114,366,376,0.5,0.5362318840579711,0.4849246231155779
0.4,4,90,42,100000,100000,290,120,366,376,0.5,0.5337837837837838,0.4849246231155779
0.4,4,91,42,100000,100000,48,42,366,376,0.5,0.5,0.4849246231155779
0.4,4,92,42,100000,100000,157,69,366,376,0.5,0.5232558139534884,0.4849246231155779
0.4,4,93,42,100000,100000,38,59,366,376,0.5,0.5,0.4849246231155779
0.4,4,94,42,100000,100000,273,145,366,376,0.5,0.5248618784530387,0.4849246231155779
0.4,4,95,42,100000,100000,124,113,366,376,0.5,0.5362318840579711,0.4849246231155779
0.4,4,96,42,100000,100000,108,251,366,376,0.5,0.5369127516778524,0.4849246231155779
0.4,4,97,42,100000,100000,146,126,366,376,0.5,0.5324675324675324,0.4849246231155779
0.4,4,98,42,100000,100000,218,258,366,376,0.5,0.5202702702702703,0.4849246231155779
0.4,4,99,42,100000,100000,206,85,366,376,0.5,0.5327102803738317,0.4849246231155779
0.4,5,0,42,100000,100000,149,232,357,357,0.5,0.5025380710659898,0.49502487562189057
0.4,5,1,42,100000,100000,174,170,357,357,0.5,0.4977973568281938,0.49502487562189057
0.4,5,2,42,100000,100000,181,85,357,357,0.5,0.47368421052631576,0.49502487562189057
0.4,5,3,42,100000,100000,172,82,357,357,0.5,0.4818181818181818,0.49502487562189057
0.4,5,4,42,100000,100000,127,173,357,357,0.5,0.4970414201183432,0.49502487562189057
0.4,5,5,42,100000,100000,179,118,357,357,0.5,0.4936708860759494,0.49502487562189057
0.4,5,6,42,100000,100000,174,156,357,357,0.5,0.5,0.49502487562189057
0.4,5,7,42,100000,100000,86,59,357,357,0.5,0.48148148148148145,0.49502487562189057
0.4,5,8,42,100000,100000,38,124,357,357,0.5,0.4423076923076923,0.49502487562189057
0.4,5,9,42,100000,100000,214,38,357,357,0.5,0.4528301886792453,0.49502487562189057
0.4,5,10,42,100000,100000,167,238,357,357,0.5,0.5,0.49502487562189057
0.4,5,11,42,100000,100000,91,119,357,357,0.5,0.4796747967479675,0.49502487562189057
0.4,5,12,42,100000,100000,68,301,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,13,42,100000,100000,98,248,357,357,0.5,0.4806201550387597,0.49502487562189057
0.4,5,14,42,100000,100000,98,258,357,357,0.5,0.4806201550387597,0.49502487562189057
0.4,5,15,42,100000,100000,81,185,357,357,0.5,0.48598130841121495,0.49502487562189057
0.4,5,16,42,100000,100000,229,32,357,357,0.5,0.46511627906976744,0.49502487562189057
0.4,5,17,42,100000,100000,135,164,357,357,0.5,0.5,0.49502487562189057
0.4,5,18,42,100000,100000,254,54,357,357,0.5,0.4931506849315068,0.49502487562189057
0.4,5,19,42,100000,100000,148,103,357,357,0.5,0.48936170212765956,0.49502487562189057
0.4,5,20,42,100000,100000,164,141,357,357,0.5,0.4973544973544973,0.49502487562189057
0.4,5,21,42,100000,100000,42,152,357,357,0.5,0.46551724137931033,0.49502487562189057
0.4,5,22,42,100000,100000,52,95,357,357,0.5,0.48484848484848486,0.49502487562189057
0.4,5,23,42,100000,100000,113,190,357,357,0.5,0.48366013071895425,0.49502487562189057
0.4,5,24,42,100000,100000,73,132,357,357,0.5,0.4897959183673469,0.49502487562189057
0.4,5,25,42,100000,100000,90,251,357,357,0.5,0.48333333333333334,0.49502487562189057
0.4,5,26,42,100000,100000,331,201,357,357,0.5,0.5056603773584906,0.49502487562189057
0.4,5,27,42,100000,100000,179,85,357,357,0.5,0.47368421052631576,0.49502487562189057
0.4,5,28,42,100000,100000,54,234,357,357,0.5,0.4857142857142857,0.49502487562189057
0.4,5,29,42,100000,100000,53,134,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,30,42,100000,100000,287,154,357,357,0.5,0.4951923076923077,0.49502487562189057
0.4,5,31,42,100000,100000,147,254,357,357,0.5,0.5025641025641026,0.49502487562189057
0.4,5,32,42,100000,100000,175,54,357,357,0.5,0.4931506849315068,0.49502487562189057
0.4,5,33,42,100000,100000,189,236,357,357,0.5,0.49606299212598426,0.49502487562189057
0.4,5,34,42,100000,100000,21,380,357,357,0.5,0.4827586206896552,0.49502487562189057
0.4,5,35,42,100000,100000,169,305,357,357,0.5,0.502262443438914,0.49502487562189057
0.4,5,36,42,100000,100000,62,274,357,357,0.5,0.48148148148148145,0.49502487562189057
0.4,5,37,42,100000,100000,90,156,357,357,0.5,0.48333333333333334,0.49502487562189057
0.4,5,38,42,100000,100000,61,160,357,357,0.5,0.48148148148148145,0.49502487562189057
0.4,5,39,42,100000,100000,145,149,357,357,0.5,0.5,0.49502487562189057
0.4,5,40,42,100000,100000,145,289,357,357,0.5,0.5,0.49502487562189057
0.4,5,41,42,100000,100000,170,316,357,357,0.5,0.49557522123893805,0.49502487562189057
0.4,5,42,42,100000,100000,124,16,357,357,0.5,0.5,0.49502487562189057
0.4,5,43,42,100000,100000,196,200,357,357,0.5,0.5019011406844106,0.49502487562189057
0.4,5,44,42,100000,100000,37,43,357,357,0.5,0.43137254901960786,0.49502487562189057
0.4,5,45,42,100000,100000,125,81,357,357,0.5,0.4818181818181818,0.49502487562189057
0.4,5,46,42,100000,100000,203,249,357,357,0.5,0.5037037037037037,0.49502487562189057
0.4,5,47,42,100000,100000,70,49,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,48,42,100000,100000,104,127,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,49,42,100000,100000,72,141,357,357,0.5,0.4845360824742268,0.49502487562189057
0.4,5,50,42,100000,100000,353,206,357,357,0.5,0.5036764705882353,0.49502487562189057
0.4,5,51,42,100000,100000,110,316,357,357,0.5,0.4864864864864865,0.49502487562189057
0.4,5,52,42,100000,100000,101,104,357,357,0.5,0.47761194029850745,0.49502487562189057
0.4,5,53,42,100000,100000,137,89,357,357,0.5,0.48333333333333334,0.49502487562189057
0.4,5,54,42,100000,100000,129,116,357,357,0.5,0.49032258064516127,0.49502487562189057
0.4,5,55,42,100000,100000,313,170,357,357,0.5,0.4977973568281938,0.49502487562189057
0.4,5,56,42,100000,100000,275,63,357,357,0.5,0.46511627906976744,0.49502487562189057
0.4,5,57,42,100000,100000,179,197,357,357,0.5,0.5021097046413502,0.49502487562189057
0.4,5,58,42,100000,100000,53,98,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,59,42,100000,100000,213,69,357,357,0.5,0.4838709677419355,0.49502487562189057
0.4,5,60,42,100000,100000,228,217,357,357,0.5,0.503448275862069,0.49502487562189057
0.4,5,61,42,100000,100000,123,116,357,357,0.5,0.49032258064516127,0.49502487562189057
0.4,5,62,42,100000,100000,146,97,357,357,0.5,0.47368421052631576,0.49502487562189057
0.4,5,63,42,100000,100000,151,16,357,357,0.5,0.5,0.49502487562189057
0.4,5,64,42,100000,100000,116,99,357,357,0.5,0.47794117647058826,0.49502487562189057
0.4,5,65,42,100000,100000,153,67,357,357,0.5,0.4777777777777778,0.49502487562189057
0.4,5,66,42,100000,100000,38,255,357,357,0.5,0.4423076923076923,0.49502487562189057
0.4,5,67,42,100000,100000,187,179,357,357,0.5,0.5021097046413502,0.49502487562189057
0.4,5,68,42,100000,100000,292,252,357,357,0.5,0.4954682779456193,0.49502487562189057
0.4,5,69,42,100000,100000,102,262,357,357,0.5,0.47794117647058826,0.49502487562189057
0.4,5,70,42,100000,100000,66,205,357,357,0.5,0.4777777777777778,0.49502487562189057
0.4,5,71,42,100000,100000,116,209,357,357,0.5,0.4935897435897436,0.49502487562189057
0.4,5,72,42,100000,100000,239,374,357,357,0.5,0.4984423676012461,0.49502487562189057
0.4,5,73,42,100000,100000,74,371,357,357,0.5,0.4897959183673469,0.49502487562189057
0.4,5,74,42,100000,100000,14,94,357,357,0.5,0.47368421052631576,0.49502487562189057
0.4,5,75,42,100000,100000,106,352,357,357,0.5,0.4857142857142857,0.49502487562189057
0.4,5,76,42,100000,100000,413,31,357,357,0.5,0.4523809523809524,0.49502487562189057
0.4,5,77,42,100000,100000,112,270,357,357,0.5,0.4866666666666667,0.49502487562189057
0.4,5,78,42,100000,100000,158,63,357,357,0.5,0.46511627906976744,0.49502487562189057
0.4,5,79,42,100000,100000,142,100,357,357,0.5,0.4782608695652174,0.49502487562189057
0.4,5,80,42,100000,100000,82,137,357,357,0.5,0.4818181818181818,0.49502487562189057
0.4,5,81,42,100000,100000,51,58,357,357,0.5,0.48484848484848486,0.49502487562189057
0.4,5,82,42,100000,100000,61,52,357,357,0.5,0.4861111111111111,0.49502487562189057
0.4,5,83,42,100000,100000,86,323,357,357,0.5,0.47863247863247865,0.49502487562189057
0.4,5,84,42,100000,100000,39,115,357,357,0.5,0.4528301886792453,0.49502487562189057
0.4,5,85,42,100000,100000,91,76,357,357,0.5,0.49019607843137253,0.49502487562189057
0.4,5,86,42,100000,100000,71,41,357,357,0.5,0.46296296296296297,0.49502487562189057
0.4,5,87,42,100000,100000,69,171,357,357,0.5,0.4838709677419355,0.49502487562189057
0.4,5,88,42,100000,100000,202,256,357,357,0.5,0.5037037037037037,0.49502487562189057
0.4,5,89,42,100000,100000,171,175,357,357,0.5,0.4977973568281938,0.49502487562189057
0.4,5,90,42,100000,100000,270,208,357,357,0.5,0.5,0.49502487562189057
0.4,5,91,42,100000,100000,60,146,357,357,0.5,0.48717948717948717,0.49502487562189057
0.4,5,92,42,100000,100000,113,235,357,357,0.5,0.48366013071895425,0.49502487562189057
0.4,5,93,42,100000,100000,255,82,357,357,0.5,0.4818181818181818,0.49502487562189057
0.4,5,94,42,100000,100000,266,39,357,357,0.5,0.46296296296296297,0.49502487562189057
