parameter_alpha,pair_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
0.4,6,40,100000,100000,258,165,374,362,0.5,0.5133928571428571,0.5203045685279187
0.4,6,41,100000,100000,154,229,352,357,0.5,0.5097087378640777,0.49754901960784315
0.4,6,42,100000,100000,272,74,389,377,0.5,0.6060606060606061,0.5476772616136919
0.4,6,43,100000,100000,255,162,373,372,0.5,0.5045045045045045,0.4801980198019802
0.4,6,44,100000,100000,231,92,371,364,0.5,0.5447154471544715,0.5063291139240507
0.4,6,45,100000,100000,20,225,353,356,0.5,0.5,0.5205128205128206
0.4,6,46,100000,100000,268,167,388,378,0.5,0.4769874476987448,0.5155875299760192
0.4,6,47,100000,100000,99,52,389,389,0.5,0.5245901639344263,0.52
0.4,6,48,100000,100000,122,63,356,343,0.5,0.6125,0.5166240409207161
0.4,6,49,100000,100000,331,271,370,381,0.5,0.5102040816326531,0.4916864608076009
0.4,6,50,100000,100000,147,362,342,348,0.5,0.40930232558139534,0.44155844155844154
0.4,6,51,100000,100000,47,214,397,375,0.5,0.45161290322580644,0.46485260770975056
0.4,6,52,100000,100000,128,96,363,364,0.5,0.56,0.49014778325123154
0.4,6,53,100000,100000,140,175,392,376,0.5,0.43783783783783786,0.46153846153846156
0.4,6,54,100000,100000,67,286,346,362,0.5,0.4105263157894737,0.4987405541561713
0.4,6,55,100000,100000,186,118,369,356,0.5,0.5189873417721519,0.49264705882352944
0.4,6,56,100000,100000,108,113,377,383,0.5,0.5217391304347826,0.5119047619047619
0.4,6,57,100000,100000,81,212,385,365,0.5,0.5757575757575758,0.4852216748768473
0.4,6,58,100000,100000,169,94,364,349,0.5,0.5234375,0.5124378109452736
0.4,6,59,100000,100000,121,218,376,384,0.5,0.5933333333333334,0.5012165450121655
0.4,6,60,100000,100000,173,220,357,363,0.5,0.47478991596638653,0.5108958837772397
0.4,6,61,100000,100000,204,242,362,366,0.5,0.5110294117647058,0.508641975308642
0.4,6,62,100000,100000,103,317,359,366,0.5,0.5214285714285715,0.5110565110565111
0.4,6,63,100000,100000,144,57,385,387,0.5,0.547945205479452,0.517814726840855
0.4,6,64,100000,100000,186,137,342,329,0.5,0.457286432160804,0.4707379134860051
0.4,6,65,100000,100000,148,191,355,361,0.5,0.4492753623188406,0.4837905236907731
0.4,6,66,100000,100000,96,219,377,389,0.5,0.6302521008403361,0.5515587529976019
0.4,6,67,100000,100000,110,103,378,370,0.5,0.556390977443609,0.508641975308642
0.4,6,68,100000,100000,161,126,367,368,0.5,0.5120481927710844,0.5227272727272727
0.4,6,69,100000,100000,251,223,376,390,0.5,0.5397923875432526,0.5346062052505967
0.4,6,70,100000,100000,137,281,353,355,0.5,0.46596858638743455,0.49875311720698257
0.4,6,71,100000,100000,364,78,357,342,0.5,0.48695652173913045,0.5026041666666666
0.4,6,72,100000,100000,168,112,377,369,0.5,0.5684931506849316,0.5223880597014925
0.4,6,73,100000,100000,86,259,350,353,0.5,0.4369747899159664,0.5215189873417722
0.4,6,74,100000,100000,54,241,388,389,0.5,0.6923076923076923,0.5821256038647343
0.4,6,75,100000,100000,215,127,352,352,0.5,0.48823529411764705,0.5012919896640827
0.4,6,76,100000,100000,66,366,373,372,0.5,0.45652173913043476,0.4658536585365854
0.4,6,77,100000,100000,328,257,353,359,0.5,0.4780058651026393,0.4898989898989899
0.4,6,78,100000,100000,199,176,351,358,0.5,0.5131578947368421,0.5139240506329114
0.4,6,79,100000,100000,49,91,343,347,0.5,0.45454545454545453,0.4826666666666667
0.4,6,80,100000,100000,124,241,361,369,0.5,0.5705521472392638,0.5102564102564102
0.4,6,81,100000,100000,222,260,358,365,0.5,0.5335570469798657,0.52
0.4,6,82,100000,100000,324,72,359,364,0.5,0.42990654205607476,0.48792270531400966
0.4,6,83,100000,100000,197,125,350,349,0.5,0.47928994082840237,0.48655913978494625
0.4,6,84,100000,100000,177,289,357,358,0.5,0.5301724137931034,0.5325
0.4,6,85,100000,100000,211,364,355,361,0.5,0.5567765567765568,0.5077720207253886
0.4,6,86,100000,100000,66,70,365,388,0.5,0.44086021505376344,0.44339622641509435
0.4,6,87,100000,100000,178,110,377,368,0.5,0.527027027027027,0.5
0.4,6,88,100000,100000,453,215,350,369,0.5,0.498220640569395,0.5191815856777494
0.4,6,89,100000,100000,113,54,374,365,0.5,0.6,0.5074626865671642
0.4,6,90,100000,100000,27,297,371,355,0.5,0.4375,0.44717444717444715
0.4,6,91,100000,100000,71,275,380,368,0.5,0.5056179775280899,0.5208845208845209
0.4,6,92,100000,100000,273,96,361,347,0.5,0.48507462686567165,0.4745762711864407
0.4,6,93,100000,100000,142,111,376,371,0.5,0.5524475524475524,0.4951219512195122
0.4,6,94,100000,100000,200,86,360,360,0.5,0.47058823529411764,0.48866498740554154
0.4,6,95,100000,100000,262,33,362,365,0.5,0.48717948717948717,0.5178571428571429
0.4,6,96,100000,100000,555,33,379,372,0.5,0.5853658536585366,0.5081206496519721
0.4,6,97,100000,100000,224,33,374,376,0.5,0.4634146341463415,0.5074257425742574
0.4,6,98,100000,100000,30,307,377,380,0.5,0.4878048780487805,0.5344827586206896
0.4,6,99,100000,100000,18,398,347,347,0.5,0.47619047619047616,0.558974358974359
0.4,7,0,100000,100000,308,125,375,374,0.5,0.5471698113207547,0.4740740740740741
0.4,7,1,100000,100000,289,125,363,365,0.5,0.5316455696202531,0.47911547911547914
0.4,7,2,100000,100000,149,193,374,373,0.5,0.581151832460733,0.5450236966824644
0.4,7,3,100000,100000,351,321,391,362,0.5,0.48123620309050774,0.49295774647887325
0.4,7,4,100000,100000,130,143,379,366,0.5,0.5272727272727272,0.4740740740740741
0.4,7,5,100000,100000,103,264,359,343,0.5,0.46564885496183206,0.49226804123711343
0.4,7,6,100000,100000,195,138,370,365,0.5,0.5222222222222223,0.5075
0.4,7,7,100000,100000,226,272,360,366,0.5,0.5498281786941581,0.55
0.4,7,8,100000,100000,219,129,373,358,0.5,0.5085714285714286,0.48095238095238096
0.4,7,9,100000,100000,75,203,363,355,0.5,0.38181818181818183,0.4623115577889447
0.4,7,10,100000,100000,209,187,369,373,0.5,0.4823529411764706,0.4578313253012048
0.4,7,11,100000,100000,260,6,361,380,0.5,1.0,0.4951923076923077
0.4,7,12,100000,100000,9,208,369,361,0.5,0.4444444444444444,0.49065420560747663
0.4,7,13,100000,100000,92,132,376,373,0.5,0.5625,0.4880952380952381
0.4,7,14,100000,100000,262,211,377,374,0.5,0.48771929824561405,0.47754137115839246
0.4,7,15,100000,100000,49,102,371,368,0.5,0.4262295081967213,0.48894348894348894
0.4,7,16,100000,100000,207,50,376,369,0.5,0.5846153846153846,0.5024875621890548
0.4,7,17,100000,100000,35,49,377,380,0.5,0.4074074074074074,0.4965034965034965
0.4,7,18,100000,100000,191,131,367,374,0.5,0.47093023255813954,0.5247524752475248
0.4,7,19,100000,100000,164,182,383,387,0.5,0.4127659574468085,0.4756380510440835
0.4,7,20,100000,100000,312,168,381,388,0.5,0.511520737327189,0.49764150943396224
0.4,7,21,100000,100000,319,96,351,369,0.5,0.47107438016528924,0.5012531328320802
0.4,7,22,100000,100000,99,155,371,379,0.5,0.48120300751879697,0.4976303317535545
0.4,7,23,100000,100000,216,121,373,382,0.5,0.45121951219512196,0.4744525547445255
0.4,7,24,100000,100000,93,130,379,374,0.5,0.4878048780487805,0.48418491484184917
0.4,7,25,100000,100000,93,311,356,345,0.5,0.49166666666666664,0.5328282828282829
0.4,7,26,100000,100000,322,186,373,364,0.5,0.5428571428571428,0.5459057071960298
0.4,7,27,100000,100000,54,115,360,367,0.5,0.3974358974358974,0.5097087378640777
0.4,7,28,100000,100000,82,89,389,390,0.5,0.6237623762376238,0.523696682464455
0.4,7,29,100000,100000,167,48,362,353,0.5,0.5166666666666667,0.45843828715365237
0.4,7,30,100000,100000,181,108,357,363,0.5,0.44966442953020136,0.5137844611528822
0.4,7,31,100000,100000,53,99,367,368,0.5,0.5606060606060606,0.5318066157760815
0.4,7,32,100000,100000,231,102,347,358,0.5,0.4696969696969697,0.47715736040609136
0.4,7,33,100000,100000,180,197,380,372,0.5,0.6090909090909091,0.5660847880299252
0.4,7,34,100000,100000,53,108,363,362,0.5,0.5454545454545454,0.48743718592964824
0.4,7,35,100000,100000,42,180,357,364,0.5,0.4426229508196721,0.4936708860759494
0.4,7,36,100000,100000,412,185,370,363,0.5,0.4897959183673469,0.4961832061068702
0.4,7,37,100000,100000,170,65,370,368,0.5,0.5357142857142857,0.5226130653266332
0.4,7,38,100000,100000,272,261,369,383,0.5,0.5240963855421686,0.5012048192771085
0.4,7,39,100000,100000,106,73,373,392,0.5,0.5301204819277109,0.5441527446300716
0.4,7,40,100000,100000,57,82,374,359,0.5,0.5492957746478874,0.4688279301745636
0.4,7,41,100000,100000,185,123,380,362,0.5,0.5569620253164557,0.5310173697270472
0.4,7,42,100000,100000,93,61,350,365,0.5,0.47058823529411764,0.5152284263959391
0.4,7,43,100000,100000,74,190,367,378,0.5,0.4672897196261682,0.5228915662650603
0.4,7,44,100000,100000,89,122,368,366,0.5,0.5545454545454546,0.4910941475826972
0.4,7,45,100000,100000,215,151,380,369,0.5,0.5124378109452736,0.5145631067961165
0.4,7,46,100000,100000,110,125,382,384,0.5,0.5460992907801419,0.5193236714975845
0.4,7,47,100000,100000,207,127,356,338,0.5,0.5168539325842697,0.49502487562189057
0.4,7,48,100000,100000,159,94,384,347,0.5,0.47761194029850745,0.4844124700239808
0.4,7,49,100000,100000,9,164,374,377,0.5,0.38461538461538464,0.4802955665024631
0.4,7,50,100000,100000,86,187,349,354,0.5,0.5470085470085471,0.4839506172839506
0.4,7,51,100000,100000,365,133,372,367,0.5,0.5,0.5246305418719212
0.4,7,52,100000,100000,186,152,375,369,0.5,0.47115384615384615,0.4199029126213592
0.4,7,53,100000,100000,290,219,389,375,0.5,0.4774193548387097,0.4755244755244755
0.4,7,54,100000,100000,34,121,348,374,0.5,0.34615384615384615,0.5049261083743842
0.4,7,55,100000,100000,218,99,385,359,0.5,0.4697986577181208,0.5318627450980392
0.4,7,56,100000,100000,284,422,380,376,0.5,0.5,0.49877750611246946
0.4,7,57,100000,100000,233,115,380,365,0.5,0.535483870967742,0.528395061728395
0.4,7,58,100000,100000,136,130,367,376,0.5,0.4880952380952381,0.4902439024390244
0.4,7,59,100000,100000,257,149,354,357,0.5,0.4898989898989899,0.495
0.4,7,60,100000,100000,116,213,378,365,0.5,0.5238095238095238,0.5586034912718204
0.4,7,61,100000,100000,262,80,385,386,0.5,0.5145631067961165,0.5269320843091335
0.4,7,62,100000,100000,117,109,372,365,0.5,0.4899328859060403,0.511002444987775
0.4,7,63,100000,100000,272,103,357,348,0.5,0.518796992481203,0.4765432098765432
0.4,7,64,100000,100000,112,93,358,360,0.5,0.4830508474576271,0.48175182481751827
0.4,7,65,100000,100000,38,284,348,355,0.5,0.40350877192982454,0.5
0.4,7,66,100000,100000,183,102,353,351,0.5,0.475177304964539,0.48293963254593175
0.4,7,67,100000,100000,104,161,360,349,0.5,0.48175182481751827,0.5140664961636828
0.4,7,68,100000,100000,194,110,366,370,0.5,0.47619047619047616,0.4937655860349127
0.4,7,69,100000,100000,90,210,372,378,0.5,0.484375,0.4587378640776699
0.4,7,70,100000,100000,277,39,373,360,0.5,0.49019607843137253,0.5149253731343284
0.4,7,71,100000,100000,164,268,347,346,0.5,0.4581497797356828,0.4847715736040609
0.4,7,72,100000,100000,17,269,371,390,0.5,0.5238095238095238,0.5
0.4,7,73,100000,100000,249,74,366,368,0.5,0.46875,0.486284289276808
0.4,7,74,100000,100000,65,506,379,373,0.5,0.5365853658536586,0.515970515970516
0.4,7,75,100000,100000,188,314,358,359,0.5,0.516,0.4873096446700508
0.4,7,76,100000,100000,92,58,371,370,0.5,0.5616438356164384,0.5097087378640777
0.4,7,77,100000,100000,85,22,360,377,0.5,0.6,0.5456674473067916
0.4,7,78,100000,100000,176,311,346,358,0.5,0.448,0.46835443037974683
0.4,7,79,100000,100000,360,163,369,365,0.5,0.5363636363636364,0.5314009661835749
0.4,7,80,100000,100000,50,196,384,386,0.5,0.5806451612903226,0.5314009661835749
0.4,7,81,100000,100000,387,118,383,391,0.5,0.5197368421052632,0.48578199052132703
0.4,7,82,100000,100000,166,154,350,356,0.5,0.5050505050505051,0.5255102040816326
0.4,7,83,100000,100000,35,61,359,353,0.5,0.5454545454545454,0.5126903553299492
0.4,7,84,100000,100000,100,205,361,360,0.5,0.518796992481203,0.5238095238095238
0.4,7,85,100000,100000,233,327,391,378,0.5,0.4627831715210356,0.4372093023255814
0.4,7,86,100000,100000,141,53,373,356,0.5,0.5194805194805194,0.5037783375314862
0.4,7,87,100000,100000,184,153,358,358,0.5,0.46634615384615385,0.4900497512437811
0.4,7,88,100000,100000,112,312,344,351,0.5,0.445859872611465,0.5115089514066496
0.4,7,89,100000,100000,310,38,360,373,0.5,0.5238095238095238,0.513126491646778
0.4,7,90,100000,100000,103,176,403,389,0.5,0.5826771653543307,0.5206422018348624
0.4,7,91,100000,100000,170,169,388,389,0.5,0.5518867924528302,0.5106888361045131
0.4,7,92,100000,100000,266,211,370,373,0.5,0.539622641509434,0.5326633165829145
0.4,7,93,100000,100000,78,253,370,372,0.5,0.5050505050505051,0.47980997624703087
0.4,7,94,100000,100000,5,245,381,382,0.5,1.0,0.5205811138014528
0.4,7,95,100000,100000,155,208,363,378,0.5,0.5679611650485437,0.556930693069307
0.4,7,96,100000,100000,185,163,369,358,0.5,0.5045045045045045,0.5012658227848101
0.4,7,97,100000,100000,184,399,363,374,0.5,0.492,0.485
0.4,7,98,100000,100000,169,525,354,367,0.5,0.47280334728033474,0.48402948402948404
0.4,7,99,100000,100000,177,54,370,373,0.5,0.5263157894736842,0.49373433583959897
0.4,8,0,100000,100000,166,181,346,362,0.5,0.5,0.5036674816625917
0.4,8,1,100000,100000,43,84,366,361,0.5,0.49122807017543857,0.5062344139650873
0.4,8,2,100000,100000,315,381,387,372,0.5,0.4987714987714988,0.5108433734939759
0.4,8,3,100000,100000,143,220,379,360,0.5,0.4540540540540541,0.4950980392156863
0.4,8,4,100000,100000,70,263,374,368,0.5,0.5,0.4587378640776699
0.4,8,5,100000,100000,312,386,386,380,0.5,0.5219512195121951,0.5084337349397591
0.4,8,6,100000,100000,184,166,369,354,0.5,0.4829059829059829,0.4963144963144963
0.4,8,7,100000,100000,170,53,385,397,0.5,0.4925373134328358,0.4701834862385321
0.4,8,8,100000,100000,20,109,349,367,0.5,0.5714285714285714,0.47
0.4,8,9,100000,100000,104,133,400,365,0.5,0.6083333333333333,0.5107398568019093
0.4,8,10,100000,100000,203,437,361,384,0.5,0.47278911564625853,0.47101449275362317
0.4,8,11,100000,100000,42,257,364,370,0.5,0.5,0.5175879396984925
0.4,8,12,100000,100000,71,185,353,369,0.5,0.5204081632653061,0.48877805486284287
0.4,8,13,100000,100000,122,189,351,329,0.5,0.5131578947368421,0.5078534031413613
0.4,8,14,100000,100000,134,345,342,351,0.5,0.44919786096256686,0.4869791666666667
0.4,8,15,100000,100000,156,148,353,364,0.5,0.4489795918367347,0.46601941747572817
0.4,8,16,100000,100000,368,51,369,358,0.5,0.4533333333333333,0.5036855036855037
0.4,8,17,100000,100000,242,91,366,377,0.5,0.5454545454545454,0.5263157894736842
0.4,8,18,100000,100000,154,216,363,373,0.5,0.5092592592592593,0.515
0.4,8,19,100000,100000,127,207,354,337,0.5,0.41040462427745666,0.4897959183673469
0.4,8,20,100000,100000,187,364,385,389,0.5,0.5267489711934157,0.48448687350835323
0.4,8,21,100000,100000,40,204,344,350,0.5,0.49019607843137253,0.47164948453608246
0.4,8,22,100000,100000,114,91,359,355,0.5,0.5080645161290323,0.5286458333333334
0.4,8,23,100000,100000,203,60,364,366,0.5,0.3902439024390244,0.48507462686567165
0.4,8,24,100000,100000,121,85,373,377,0.5,0.4954128440366973,0.5242718446601942
0.4,8,25,100000,100000,282,14,366,372,0.5,0.5555555555555556,0.5363408521303258
0.4,8,26,100000,100000,351,121,375,366,0.5,0.4827586206896552,0.4867469879518072
0.4,8,27,100000,100000,245,259,364,373,0.5,0.5457413249211357,0.4763092269326683
0.4,8,28,100000,100000,158,98,373,366,0.5,0.41333333333333333,0.49877750611246946
0.4,8,29,100000,100000,346,198,390,380,0.5,0.5222222222222223,0.4976190476190476
0.4,8,30,100000,100000,114,289,352,367,0.5,0.535483870967742,0.5289672544080605
0.4,8,31,100000,100000,91,201,363,368,0.5,0.47580645161290325,0.4875
0.4,8,32,100000,100000,73,122,344,345,0.5,0.4742268041237113,0.45478036175710596
0.4,8,33,100000,100000,128,193,359,361,0.5,0.4301675977653631,0.48621553884711777
0.4,8,34,100000,100000,231,94,360,372,0.5,0.5,0.47754137115839246
0.4,8,35,100000,100000,433,65,371,357,0.5,0.4639175257731959,0.46
0.4,8,36,100000,100000,146,140,372,374,0.5,0.5133689839572193,0.5134474327628362
0.4,8,37,100000,100000,206,90,351,341,0.5,0.4796747967479675,0.49874686716791977
0.4,8,38,100000,100000,304,376,373,381,0.5,0.5,0.4963855421686747
0.4,8,39,100000,100000,177,488,356,361,0.5,0.4262948207171315,0.4630071599045346
0.4,8,40,100000,100000,134,241,364,382,0.5,0.5026455026455027,0.4914004914004914
0.4,8,41,100000,100000,147,169,374,391,0.5,0.5097087378640777,0.513126491646778
0.4,8,42,100000,100000,375,72,376,396,0.5,0.5222222222222223,0.4964705882352941
0.4,8,43,100000,100000,69,78,374,380,0.5,0.5,0.4841075794621027
0.4,8,44,100000,100000,208,142,375,367,0.5,0.4869109947643979,0.47494033412887826
0.4,8,45,100000,100000,209,141,369,374,0.5,0.5810055865921788,0.5025125628140703
0.4,8,46,100000,100000,122,89,377,383,0.5,0.504424778761062,0.4855072463768116
0.4,8,47,100000,100000,70,410,368,377,0.5,0.494949494949495,0.47029702970297027
0.4,8,48,100000,100000,165,223,353,357,0.5,0.48444444444444446,0.5268542199488491
0.4,8,49,100000,100000,106,279,382,376,0.5,0.4520547945205479,0.4549763033175355
0.4,8,50,100000,100000,169,113,373,365,0.5,0.5374149659863946,0.5049751243781094
0.4,8,51,100000,100000,186,248,371,365,0.5,0.525,0.5098522167487685
0.4,8,52,100000,100000,119,297,366,368,0.5,0.49375,0.48877805486284287
0.4,8,53,100000,100000,136,202,360,371,0.5,0.4972375690607735,0.5233415233415234
0.4,8,54,100000,100000,268,152,376,359,0.5,0.5,0.5061124694376528
0.4,8,55,100000,100000,434,270,358,374,0.5,0.4558011049723757,0.4878048780487805
0.4,8,56,100000,100000,217,316,347,360,0.5,0.5272108843537415,0.49747474747474746
0.4,8,57,100000,100000,258,198,366,367,0.5,0.5096525096525096,0.5215189873417722
0.4,8,58,100000,100000,252,126,373,363,0.5,0.5227272727272727,0.4950980392156863
0.4,8,59,100000,100000,53,255,374,367,0.5,0.49295774647887325,0.5132530120481927
0.4,8,60,100000,100000,226,144,363,367,0.5,0.4816753926701571,0.4538653366583541
0.4,8,61,100000,100000,145,209,385,362,0.5,0.4887640449438202,0.5224586288416075
0.4,8,62,100000,100000,97,152,362,369,0.5,0.5038759689922481,0.516209476309227
0.4,8,63,100000,100000,190,126,363,362,0.5,0.5029585798816568,0.5191815856777494
0.4,8,64,100000,100000,270,506,350,376,0.5,0.5571030640668524,0.5367088607594936
0.4,8,65,100000,100000,297,239,363,353,0.5,0.5440251572327044,0.5307692307692308
0.4,8,66,100000,100000,44,108,388,384,0.5,0.72,0.5292682926829269
0.4,8,67,100000,100000,39,296,362,366,0.5,0.5490196078431373,0.5239294710327456
0.4,8,68,100000,100000,344,198,391,398,0.5,0.5555555555555556,0.528169014084507
0.4,8,69,100000,100000,132,179,372,372,0.5,0.46111111111111114,0.5294117647058824
0.4,8,70,100000,100000,98,246,357,352,0.5,0.47692307692307695,0.4876847290640394
0.4,8,71,100000,100000,200,200,367,364,0.5,0.5095057034220533,0.49622166246851385
0.4,8,72,100000,100000,190,150,381,378,0.5,0.53125,0.5294117647058824
0.4,8,73,100000,100000,188,113,362,345,0.5,0.4876543209876543,0.48866498740554154
0.4,8,74,100000,100000,281,72,371,385,0.5,0.5172413793103449,0.5146341463414634
0.4,8,75,100000,100000,39,215,364,361,0.5,0.5714285714285714,0.4877450980392157
0.4,8,76,100000,100000,91,132,355,366,0.5,0.4921875,0.5165394402035624
0.4,8,77,100000,100000,127,37,350,356,0.5,0.5116279069767442,0.4533678756476684
0.4,8,78,100000,100000,126,245,363,370,0.5,0.4659090909090909,0.4626865671641791
0.4,8,79,100000,100000,89,91,327,326,0.5,0.4444444444444444,0.4823848238482385
0.4,8,80,100000,100000,275,17,381,370,0.5,0.36,0.49282296650717705
0.4,8,81,100000,100000,60,50,379,372,0.5,0.3698630136986301,0.5205811138014528
0.4,8,82,100000,100000,85,244,355,362,0.5,0.47863247863247865,0.4801980198019802
0.4,8,83,100000,100000,104,22,384,388,0.5,0.39285714285714285,0.5302663438256658
0.4,8,84,100000,100000,97,92,366,352,0.5,0.4307692307692308,0.4763092269326683
0.4,8,85,100000,100000,25,235,378,372,0.5,0.6,0.5333333333333333
0.4,8,86,100000,100000,273,267,364,363,0.5,0.4971751412429379,0.4603960396039604
0.4,8,87,100000,100000,217,6,362,369,0.5,0.2857142857142857,0.5188916876574308
0.4,8,88,100000,100000,393,135,363,357,0.5,0.4521276595744681,0.4897959183673469
0.4,8,89,100000,100000,137,22,373,377,0.5,0.64,0.5336658354114713
0.4,8,90,100000,100000,60,103,385,381,0.5,0.5238095238095238,0.5251798561151079
0.4,8,91,100000,100000,80,263,394,396,0.5,0.594059405940594,0.5547785547785548
0.4,8,92,100000,100000,242,108,379,384,0.5,0.6030534351145038,0.5344418052256532
0.4,8,93,100000,100000,20,275,357,369,0.5,0.4230769230769231,0.4864864864864865
0.4,8,94,100000,100000,136,223,357,358,0.5,0.5163043478260869,0.5259067357512953
0.4,8,95,100000,100000,77,93,363,381,0.5,0.5233644859813084,0.5454545454545454
0.4,8,96,100000,100000,197,238,363,359,0.5,0.49609375,0.4948453608247423
0.4,8,97,100000,100000,169,34,352,370,0.5,0.6216216216216216,0.4725
0.4,8,98,100000,100000,186,119,361,368,0.5,0.474025974025974,0.46851385390428213
0.4,8,99,100000,100000,86,81,378,386,0.5,0.42342342342342343,0.47255369928400953
0.4,9,0,100000,100000,168,115,396,406,0.5,0.5357142857142857,0.5207373271889401
0.4,9,1,100000,100000,159,73,372,375,0.5,0.44680851063829785,0.47877358490566035
0.4,9,2,100000,100000,167,58,364,380,0.5,0.5,0.5095693779904307
0.4,9,3,100000,100000,165,173,383,367,0.5,0.5164319248826291,0.5012224938875306
0.4,9,4,100000,100000,43,340,355,338,0.5,0.43636363636363634,0.5166240409207161
0.4,9,5,100000,100000,90,249,395,386,0.5,0.5398230088495575,0.5342789598108747
0.4,9,6,100000,100000,287,185,359,364,0.5,0.4603174603174603,0.5012106537530266
0.4,9,7,100000,100000,100,100,365,388,0.5,0.6083333333333333,0.5676328502415459
0.4,9,8,100000,100000,202,90,364,365,0.5,0.5086206896551724,0.5
0.4,9,9,100000,100000,257,40,376,363,0.5,0.4444444444444444,0.5513784461152882
0.4,9,10,100000,100000,308,229,369,378,0.5,0.43573667711598746,0.4904306220095694
0.4,9,11,100000,100000,201,301,360,371,0.5,0.5274725274725275,0.5255474452554745
0.4,9,12,100000,100000,160,145,368,379,0.5,0.5549132947976878,0.5248756218905473
0.4,9,13,100000,100000,179,209,365,359,0.5,0.4628099173553719,0.4724220623501199
0.4,9,14,100000,100000,214,232,378,368,0.5,0.4946236559139785,0.4914004914004914
0.4,9,15,100000,100000,225,105,355,369,0.5,0.5511811023622047,0.4833759590792839
0.4,9,16,100000,100000,253,151,361,367,0.5,0.47715736040609136,0.45454545454545453
0.4,9,17,100000,100000,77,345,368,380,0.5,0.5,0.49643705463182897
0.4,9,18,100000,100000,128,85,370,367,0.5,0.5596330275229358,0.5038167938931297
0.4,9,19,100000,100000,51,312,357,375,0.5,0.4782608695652174,0.5149253731343284
0.4,9,20,100000,100000,61,27,404,389,0.5,0.6153846153846154,0.5336426914153132
0.4,9,21,100000,100000,27,118,372,388,0.5,0.631578947368421,0.47342995169082125
0.4,9,22,100000,100000,139,76,378,391,0.5,0.43434343434343436,0.498812351543943
0.4,9,23,100000,100000,73,177,379,369,0.5,0.422680412371134,0.4889975550122249
0.4,9,24,100000,100000,115,102,358,348,0.5,0.4722222222222222,0.5012919896640827
0.4,9,25,100000,100000,67,187,351,356,0.5,0.45454545454545453,0.5157068062827225
0.4,9,26,100000,100000,119,71,357,355,0.5,0.5555555555555556,0.5283505154639175
0.4,9,27,100000,100000,105,148,357,366,0.5,0.4748201438848921,0.44902912621359226
0.4,9,28,100000,100000,65,130,365,367,0.5,0.4175824175824176,0.47794117647058826
0.4,9,29,100000,100000,152,113,370,366,0.5,0.572463768115942,0.5272277227722773
0.4,9,30,100000,100000,216,320,379,374,0.5,0.5017543859649123,0.5012165450121655
0.4,9,31,100000,100000,280,110,368,355,0.5,0.44642857142857145,0.47474747474747475
0.4,9,32,100000,100000,255,139,378,373,0.5,0.489247311827957,0.48687350835322196
0.4,9,33,100000,100000,197,232,381,367,0.5,0.491869918699187,0.4806763285024155
0.4,9,34,100000,100000,192,177,396,385,0.5,0.5397489539748954,0.5231481481481481
0.4,9,35,100000,100000,66,301,348,366,0.5,0.6049382716049383,0.5219638242894057
0.4,9,36,100000,100000,111,228,374,383,0.5,0.5337837837837838,0.5120772946859904
0.4,9,37,100000,100000,136,199,395,391,0.5,0.5375722543352601,0.48729792147806006
0.4,9,38,100000,100000,206,74,381,380,0.5,0.4945054945054945,0.513189448441247
0.4,9,39,100000,100000,156,582,366,380,0.5,0.5305164319248826,0.505
0.4,9,40,100000,100000,179,49,378,380,0.5,0.5373134328358209,0.49029126213592233
0.4,9,41,100000,100000,194,136,381,380,0.5,0.4690721649484536,0.5221445221445221
0.4,9,42,100000,100000,163,198,369,371,0.5,0.5069124423963134,0.5213032581453634
0.4,9,43,100000,100000,233,169,374,393,0.5,0.4636363636363636,0.5046296296296297
0.4,9,44,100000,100000,47,182,391,395,0.5,0.5806451612903226,0.5230414746543779
0.4,9,45,100000,100000,397,148,382,376,0.5,0.5326633165829145,0.5270588235294118
0.4,9,46,100000,100000,86,60,366,359,0.5,0.5584415584415584,0.5036855036855037
0.4,9,47,100000,100000,232,77,356,351,0.5,0.6413043478260869,0.5076530612244898
0.4,9,48,100000,100000,261,218,362,366,0.5,0.5069444444444444,0.4936061381074169
0.4,9,49,100000,100000,224,215,382,374,0.5,0.5666666666666667,0.5320197044334976
0.4,9,50,100000,100000,259,304,354,355,0.5,0.5102639296187683,0.45985401459854014
0.4,9,51,100000,100000,286,197,343,349,0.5,0.4961832061068702,0.47642679900744417
0.4,9,52,100000,100000,92,97,358,353,0.5,0.4603174603174603,0.4730077120822622
0.4,9,53,100000,100000,510,93,391,394,0.5,0.48333333333333334,0.4649532710280374
0.4,9,54,100000,100000,212,84,356,359,0.5,0.5,0.5097560975609756
0.4,9,55,100000,100000,165,56,362,365,0.5,0.5571428571428572,0.516209476309227
0.4,9,56,100000,100000,139,53,349,358,0.5,0.4444444444444444,0.48184019370460046
0.4,9,57,100000,100000,78,61,383,385,0.5,0.5185185185185185,0.5526932084309133
0.4,9,58,100000,100000,192,222,356,362,0.5,0.49808429118773945,0.5
0.4,9,59,100000,100000,222,267,394,384,0.5,0.5104166666666666,0.5046511627906977
0.4,9,60,100000,100000,111,10,375,368,0.5,0.5,0.4913151364764268
0.4,9,61,100000,100000,117,227,394,389,0.5,0.5302013422818792,0.5070422535211268
