parameter_k,pair_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
70,4,14,100000,100000,554,578,796,792,0.5,0.5132127955493742,0.4829683698296837
70,4,15,100000,100000,562,574,804,809,0.5,0.4920844327176781,0.5215311004784688
70,4,16,100000,100000,571,589,798,795,0.5,0.5013123359580053,0.4830508474576271
70,4,17,100000,100000,582,546,813,812,0.5,0.4946808510638298,0.501187648456057
70,4,18,100000,100000,585,569,812,795,0.5,0.4836173001310616,0.4958481613285884
70,4,19,100000,100000,597,587,805,801,0.5,0.5006451612903225,0.4525810324129652
70,4,20,100000,100000,570,531,798,788,0.5,0.47844228094575797,0.47762998790810157
70,4,21,100000,100000,561,586,797,789,0.5,0.5109289617486339,0.5296969696969697
70,4,22,100000,100000,558,592,812,800,0.5,0.5080862533692723,0.5203836930455635
70,4,23,100000,100000,615,560,802,811,0.5,0.5039787798408488,0.518562874251497
70,4,24,100000,100000,548,583,787,793,0.5,0.5156462585034014,0.5171568627450981
70,4,25,100000,100000,565,592,802,801,0.5,0.5260273972602739,0.5048076923076923
70,4,26,100000,100000,590,574,801,801,0.5,0.5094339622641509,0.5156626506024097
70,4,27,100000,100000,578,595,807,809,0.5,0.48133848133848134,0.5124851367419738
70,4,28,100000,100000,553,596,805,803,0.5,0.5156462585034014,0.5107913669064749
70,4,29,100000,100000,591,597,804,793,0.5,0.47051442910915936,0.45355850422195415
70,4,30,100000,100000,597,592,806,786,0.5,0.4923469387755102,0.5072992700729927
70,4,31,100000,100000,604,567,788,777,0.5,0.4936061381074169,0.5241038318912238
70,4,32,100000,100000,577,580,804,816,0.5,0.5201612903225806,0.4970131421744325
70,4,33,100000,100000,568,543,796,794,0.5,0.5096952908587258,0.49817739975698666
70,4,34,100000,100000,594,604,794,795,0.5,0.4891994917407878,0.49338146811071
70,4,35,100000,100000,537,572,785,793,0.5,0.5248933143669986,0.514041514041514
70,4,36,100000,100000,578,592,800,804,0.5,0.5117493472584856,0.464839094159714
70,4,37,100000,100000,586,586,810,806,0.5,0.48346055979643765,0.49467455621301776
70,4,38,100000,100000,601,607,803,805,0.5,0.484472049689441,0.5132850241545893
70,4,39,100000,100000,577,589,793,793,0.5,0.4888304862023653,0.4752116082224909
70,4,40,100000,100000,607,587,798,808,0.5,0.48854961832061067,0.5065710872162486
70,4,41,100000,100000,543,553,811,802,0.5,0.5378031383737518,0.5243757431629013
70,4,42,100000,100000,597,586,783,782,0.5,0.49049429657794674,0.5024630541871922
70,4,43,100000,100000,603,559,773,783,0.5,0.525,0.4993788819875776
70,4,44,100000,100000,588,587,791,789,0.5,0.4679245283018868,0.4837153196622437
70,4,45,100000,100000,579,579,798,800,0.5,0.5026109660574413,0.4734939759036145
70,4,46,100000,100000,607,596,790,793,0.5,0.4941935483870968,0.5103280680437424
70,4,47,100000,100000,530,605,794,800,0.5,0.4888268156424581,0.4957472660996355
70,4,48,100000,100000,588,619,792,791,0.5,0.494148244473342,0.527027027027027
70,4,49,100000,100000,537,551,803,792,0.5,0.484593837535014,0.5096618357487923
70,4,50,100000,100000,548,565,803,804,0.5,0.5013698630136987,0.5095923261390888
70,4,51,100000,100000,562,580,787,792,0.5,0.48293963254593175,0.4768856447688564
70,4,52,100000,100000,594,583,797,785,0.5,0.4742785445420326,0.49878934624697335
70,4,53,100000,100000,574,605,794,792,0.5,0.5276653171390013,0.5425790754257908
70,4,54,100000,100000,591,602,802,806,0.5,0.521181001283697,0.5155875299760192
70,4,55,100000,100000,589,561,794,797,0.5,0.4933862433862434,0.5272067714631197
70,4,56,100000,100000,573,589,800,802,0.5,0.49483204134366926,0.48687350835322196
70,4,57,100000,100000,564,587,799,805,0.5,0.5026666666666667,0.47596153846153844
70,4,58,100000,100000,574,583,788,801,0.5,0.47979139504563234,0.49458483754512633
70,4,59,100000,100000,550,563,800,797,0.5,0.5159944367176634,0.5163240628778718
70,4,60,100000,100000,567,570,794,783,0.5,0.5026455026455027,0.48292682926829267
70,4,61,100000,100000,571,586,792,778,0.5,0.510840108401084,0.5257352941176471
70,4,62,100000,100000,601,613,789,814,0.5,0.5126262626262627,0.49759615384615385
70,4,63,100000,100000,560,573,801,802,0.5,0.5289256198347108,0.5241545893719807
70,4,64,100000,100000,601,559,795,797,0.5,0.4886515353805073,0.5036496350364964
70,4,65,100000,100000,593,562,808,800,0.5,0.5111695137976346,0.5072115384615384
70,4,66,100000,100000,582,585,812,800,0.5,0.4961439588688946,0.5
70,4,67,100000,100000,595,591,816,802,0.5,0.46956521739130436,0.49940828402366866
70,4,68,100000,100000,578,590,806,796,0.5,0.4797385620915033,0.5125448028673835
70,4,69,100000,100000,574,573,802,805,0.5,0.5200534759358288,0.5083932853717026
70,4,70,100000,100000,583,576,791,799,0.5,0.48586118251928023,0.503015681544029
70,4,71,100000,100000,585,606,797,789,0.5,0.47522236340533675,0.4812121212121212
70,4,72,100000,100000,574,588,791,790,0.5,0.5066489361702128,0.4963325183374083
70,4,73,100000,100000,617,574,799,797,0.5,0.5019404915912031,0.4927536231884058
70,4,74,100000,100000,589,598,802,799,0.5,0.5095541401273885,0.4988038277511962
70,4,75,100000,100000,584,569,794,796,0.5,0.4677835051546392,0.4823815309842041
70,4,76,100000,100000,576,616,792,799,0.5,0.506426735218509,0.5006090133982948
70,4,77,100000,100000,536,598,789,791,0.5,0.5007032348804501,0.5
70,4,78,100000,100000,558,613,810,800,0.5,0.5143638850889193,0.4819277108433735
70,4,79,100000,100000,618,569,784,802,0.5,0.5158311345646438,0.5084745762711864
70,4,80,100000,100000,593,559,793,795,0.5,0.4806924101198402,0.5042630937880633
70,4,81,100000,100000,568,578,811,802,0.5,0.5208613728129206,0.5048076923076923
70,4,82,100000,100000,614,559,810,801,0.5,0.4914134742404227,0.4981949458483754
70,4,83,100000,100000,558,641,802,806,0.5,0.5224489795918368,0.48502994011976047
70,4,84,100000,100000,613,610,798,806,0.5,0.5372945638432364,0.5433734939759036
70,4,85,100000,100000,597,599,800,811,0.5,0.5228161668839635,0.4886499402628435
70,4,86,100000,100000,578,538,801,795,0.5,0.5020519835841313,0.4793187347931874
70,4,87,100000,100000,580,596,794,795,0.5,0.5052219321148825,0.5116279069767442
70,4,88,100000,100000,603,545,802,806,0.5,0.4957865168539326,0.4988066825775656
70,4,89,100000,100000,612,580,791,784,0.5,0.4974025974025974,0.4975609756097561
70,4,90,100000,100000,572,566,799,797,0.5,0.5108695652173914,0.4802395209580838
70,4,91,100000,100000,581,524,799,816,0.5,0.5080527086383602,0.5174488567990373
70,4,92,100000,100000,572,564,791,790,0.5,0.46936114732724904,0.503030303030303
70,4,93,100000,100000,610,586,793,795,0.5,0.5539280958721704,0.5213154689403167
70,4,94,100000,100000,534,553,800,806,0.5,0.5028490028490028,0.5012135922330098
70,4,95,100000,100000,576,567,781,776,0.5,0.48616600790513836,0.47342398022249693
70,4,96,100000,100000,615,569,788,797,0.5,0.4939759036144578,0.4800483675937122
70,4,97,100000,100000,563,594,787,783,0.5,0.5087014725568942,0.47232472324723246
70,4,98,100000,100000,584,600,784,796,0.5,0.48792884371029227,0.46973365617433416
70,4,99,100000,100000,575,546,795,800,0.5,0.4945205479452055,0.5036407766990292
70,5,0,100000,100000,575,613,802,800,0.5,0.4880952380952381,0.4896969696969697
70,5,1,100000,100000,573,528,796,796,0.5,0.5065123010130246,0.4957678355501814
70,5,2,100000,100000,591,582,793,791,0.5,0.5130548302872062,0.520935960591133
70,5,3,100000,100000,549,528,810,813,0.5,0.4868238557558946,0.4935370152761457
70,5,4,100000,100000,568,599,782,781,0.5,0.47509578544061304,0.4901234567901235
70,5,5,100000,100000,567,601,795,791,0.5,0.5048275862068966,0.4896969696969697
70,5,6,100000,100000,567,569,801,792,0.5,0.5013333333333333,0.49939686369119424
70,5,7,100000,100000,617,578,797,792,0.5,0.4860759493670886,0.5103030303030303
70,5,8,100000,100000,583,566,798,811,0.5,0.5013440860215054,0.5180722891566265
70,5,9,100000,100000,584,543,807,805,0.5,0.5335235378031383,0.5263157894736842
70,5,10,100000,100000,634,605,797,803,0.5,0.4818976279650437,0.4958183990442055
70,5,11,100000,100000,545,558,788,788,0.5,0.4844804318488529,0.49264705882352944
70,5,12,100000,100000,599,564,785,789,0.5,0.51775956284153,0.5385556915544676
70,5,13,100000,100000,569,610,813,808,0.5,0.515748031496063,0.5005988023952096
70,5,14,100000,100000,566,583,816,804,0.5,0.5,0.48982035928143713
70,5,15,100000,100000,558,582,787,798,0.5,0.47843137254901963,0.47023086269744835
70,5,16,100000,100000,557,548,799,801,0.5,0.46442953020134226,0.48984468339307047
70,5,17,100000,100000,587,560,778,778,0.5,0.4933862433862434,0.4850374064837905
70,5,18,100000,100000,560,573,806,802,0.5,0.4986376021798365,0.5167865707434053
70,5,19,100000,100000,576,595,787,790,0.5,0.5045161290322581,0.5189718482252142
70,5,20,100000,100000,600,594,774,773,0.5,0.49120603015075376,0.4956521739130435
70,5,21,100000,100000,608,571,802,807,0.5,0.4882198952879581,0.49760765550239233
70,5,22,100000,100000,587,585,800,805,0.5,0.49870801033591733,0.517406962785114
70,5,23,100000,100000,581,606,792,805,0.5,0.4890885750962773,0.4796650717703349
70,5,24,100000,100000,530,585,798,793,0.5,0.48295454545454547,0.4825511432009627
70,5,25,100000,100000,588,612,791,791,0.5,0.5,0.5324357405140759
70,5,26,100000,100000,595,580,802,799,0.5,0.5083870967741936,0.5120192307692307
70,5,27,100000,100000,584,565,802,812,0.5,0.504,0.5302491103202847
70,5,28,100000,100000,553,555,784,789,0.5,0.4849726775956284,0.4675642594859241
70,5,29,100000,100000,579,587,792,796,0.5,0.5099075297225891,0.48184019370460046
70,5,30,100000,100000,557,586,798,806,0.5,0.5020188425302826,0.49160671462829736
70,5,31,100000,100000,600,582,793,789,0.5,0.5025445292620865,0.48902439024390243
70,5,32,100000,100000,564,586,808,796,0.5,0.4953764861294584,0.4969770253929867
70,5,33,100000,100000,599,553,778,779,0.5,0.5020297699594046,0.49506172839506174
70,5,34,100000,100000,609,565,800,807,0.5,0.48828125,0.5343601895734598
70,5,35,100000,100000,593,579,799,804,0.5,0.5052083333333334,0.5179856115107914
70,5,36,100000,100000,578,596,803,797,0.5,0.4828042328042328,0.4874551971326165
70,5,37,100000,100000,557,578,804,799,0.5,0.536986301369863,0.5041916167664671
70,5,38,100000,100000,589,556,801,802,0.5,0.5116279069767442,0.5283474065138721
70,5,39,100000,100000,581,604,794,811,0.5,0.4968314321926489,0.47836538461538464
70,5,40,100000,100000,572,592,793,806,0.5,0.4909090909090909,0.5030229746070133
70,5,41,100000,100000,572,582,802,797,0.5,0.47503201024327785,0.4755661501787843
70,5,42,100000,100000,582,576,819,807,0.5,0.527369826435247,0.5100354191263282
70,5,43,100000,100000,567,559,791,799,0.5,0.4899328859060403,0.45476477683956573
70,5,44,100000,100000,591,573,779,782,0.5,0.49594594594594593,0.5117719950433705
70,5,45,100000,100000,565,605,805,805,0.5,0.5149456521739131,0.49038461538461536
70,5,46,100000,100000,608,599,807,799,0.5,0.5068836045056321,0.4844124700239808
70,5,47,100000,100000,542,559,784,793,0.5,0.5640648011782032,0.5178351783517835
70,5,48,100000,100000,587,571,807,789,0.5,0.5085865257595773,0.4903614457831325
70,5,49,100000,100000,552,543,802,794,0.5,0.5294117647058824,0.4727932285368803
70,5,50,100000,100000,583,596,801,811,0.5,0.49226804123711343,0.5035885167464115
70,5,51,100000,100000,623,593,785,781,0.5,0.47110552763819097,0.48525798525798525
70,5,52,100000,100000,580,572,807,815,0.5,0.4727272727272727,0.49522673031026254
70,5,53,100000,100000,580,595,796,799,0.5,0.52832674571805,0.49938800489596086
70,5,54,100000,100000,581,606,799,794,0.5,0.5045513654096229,0.5011990407673861
70,5,55,100000,100000,570,576,795,794,0.5,0.492772667542707,0.5218978102189781
70,5,56,100000,100000,585,565,807,801,0.5,0.5231607629427792,0.4868421052631579
70,5,57,100000,100000,621,568,806,798,0.5,0.5019354838709678,0.47721822541966424
70,5,58,100000,100000,601,593,798,801,0.5,0.5,0.48263473053892214
70,5,59,100000,100000,561,602,778,792,0.5,0.46511627906976744,0.48894348894348894
70,5,60,100000,100000,587,543,813,814,0.5,0.4716981132075472,0.47619047619047616
70,5,61,100000,100000,594,578,786,785,0.5,0.49163449163449163,0.49755501222493886
70,5,62,100000,100000,603,574,775,790,0.5,0.49865229110512127,0.516728624535316
70,5,63,100000,100000,561,552,791,796,0.5,0.4732620320855615,0.4939467312348668
70,5,64,100000,100000,617,590,810,798,0.5,0.48488664987405544,0.4964114832535885
70,5,65,100000,100000,593,595,801,788,0.5,0.5205843293492696,0.49694749694749696
70,5,66,100000,100000,555,632,795,804,0.5,0.508843537414966,0.47716346153846156
70,5,67,100000,100000,558,604,799,799,0.5,0.49530201342281877,0.4837935174069628
70,5,68,100000,100000,563,593,798,802,0.5,0.4831168831168831,0.5120481927710844
70,5,69,100000,100000,581,575,815,814,0.5,0.4730077120822622,0.5088131609870741
70,5,70,100000,100000,552,588,790,806,0.5,0.5205479452054794,0.5
70,5,71,100000,100000,566,571,788,796,0.5,0.4952638700947226,0.511543134872418
70,5,72,100000,100000,561,572,791,784,0.5,0.4861294583883752,0.49266503667481665
70,5,73,100000,100000,603,577,801,812,0.5,0.5013089005235603,0.49166666666666664
70,5,74,100000,100000,593,563,796,796,0.5,0.49477806788511747,0.4927360774818402
70,5,75,100000,100000,551,595,794,803,0.5,0.5115332428765265,0.5246690734055355
70,5,76,100000,100000,624,575,788,790,0.5,0.49417852522639066,0.4829683698296837
70,5,77,100000,100000,597,569,819,817,0.5,0.47036082474226804,0.4840989399293286
70,5,78,100000,100000,571,586,817,808,0.5,0.5427408412483039,0.5232419547079857
70,5,79,100000,100000,568,533,787,784,0.5,0.518840579710145,0.5233415233415234
70,5,80,100000,100000,573,566,812,808,0.5,0.4697368421052632,0.5076923076923077
70,5,81,100000,100000,547,602,795,803,0.5,0.4966078697421981,0.4867149758454106
70,5,82,100000,100000,566,570,783,782,0.5,0.48226018396846254,0.5043370508054523
70,5,83,100000,100000,582,586,789,798,0.5,0.5369393139841688,0.5097560975609756
70,5,84,100000,100000,559,600,790,790,0.5,0.4980026631158455,0.45777233782129745
70,5,85,100000,100000,614,588,786,770,0.5,0.4753694581280788,0.4666666666666667
70,5,86,100000,100000,596,599,789,779,0.5,0.5006418485237484,0.5018541409147095
70,5,87,100000,100000,581,543,798,799,0.5,0.49864864864864866,0.4957678355501814
70,5,88,100000,100000,566,575,799,808,0.5,0.49340369393139843,0.48329355608591884
70,5,89,100000,100000,621,580,785,786,0.5,0.4767879548306148,0.5006105006105006
70,5,90,100000,100000,564,586,794,783,0.5,0.521505376344086,0.4981684981684982
70,5,91,100000,100000,570,591,805,810,0.5,0.5006501950585176,0.5118483412322274
70,5,92,100000,100000,597,597,807,811,0.5,0.5109677419354839,0.5148986889153755
70,5,93,100000,100000,578,545,792,789,0.5,0.48365122615803813,0.5164835164835165
70,5,94,100000,100000,585,580,792,804,0.5,0.5332446808510638,0.5157766990291263
70,5,95,100000,100000,584,572,803,795,0.5,0.5118733509234829,0.4975903614457831
70,5,96,100000,100000,584,564,787,794,0.5,0.4805699481865285,0.46246973365617433
70,5,97,100000,100000,586,580,796,791,0.5,0.4755784061696658,0.5157384987893463
70,5,98,100000,100000,610,583,789,787,0.5,0.5123537061118335,0.4975609756097561
70,5,99,100000,100000,551,586,798,796,0.5,0.4946091644204852,0.48848484848484847
70,6,0,100000,100000,563,602,783,779,0.5,0.5019867549668874,0.48825710754017304
70,6,1,100000,100000,585,601,799,805,0.5,0.5561426684280053,0.5378151260504201
70,6,2,100000,100000,550,586,804,817,0.5,0.49473684210526314,0.5148279952550415
70,6,3,100000,100000,616,635,790,786,0.5,0.5257985257985258,0.50920245398773
70,6,4,100000,100000,573,603,796,778,0.5,0.529891304347826,0.5067484662576687
70,6,5,100000,100000,600,562,793,798,0.5,0.501358695652174,0.49393203883495146
70,6,6,100000,100000,588,597,802,812,0.5,0.4837451235370611,0.5454545454545454
70,6,7,100000,100000,576,605,807,801,0.5,0.5236220472440944,0.4928400954653938
70,6,8,100000,100000,598,565,814,805,0.5,0.5052910052910053,0.49221556886227547
70,6,9,100000,100000,574,559,803,799,0.5,0.48043184885290147,0.5083932853717026
70,6,10,100000,100000,573,593,793,794,0.5,0.4913907284768212,0.4927710843373494
70,6,11,100000,100000,602,600,802,795,0.5,0.5126903553299492,0.5120772946859904
70,6,12,100000,100000,577,593,781,784,0.5,0.5026455026455027,0.4963144963144963
70,6,13,100000,100000,573,563,794,800,0.5,0.5210312075983717,0.5097799511002445
70,6,14,100000,100000,619,601,794,791,0.5,0.4822085889570552,0.5042527339003645
70,6,15,100000,100000,607,556,798,786,0.5,0.49331550802139035,0.4963680387409201
70,6,16,100000,100000,580,600,782,794,0.5,0.4690265486725664,0.4841075794621027
70,6,17,100000,100000,558,587,795,789,0.5,0.5006747638326585,0.47503045066991473
70,6,18,100000,100000,553,600,781,798,0.5,0.4879679144385027,0.48661800486618007
70,6,19,100000,100000,547,555,801,800,0.5,0.5097222222222222,0.5186074429771909
70,6,20,100000,100000,597,567,796,797,0.5,0.5134048257372654,0.5096852300242131
70,6,21,100000,100000,540,585,811,816,0.5,0.4939271255060729,0.5117370892018779
70,6,22,100000,100000,621,576,793,798,0.5,0.4908854166666667,0.4746376811594203
70,6,23,100000,100000,583,588,781,783,0.5,0.5084745762711864,0.5043156596794082
70,6,24,100000,100000,607,568,806,800,0.5,0.49604221635883905,0.4916267942583732
70,6,25,100000,100000,594,594,787,788,0.5,0.4779874213836478,0.4889705882352941
70,6,26,100000,100000,583,609,782,784,0.5,0.4731457800511509,0.4803921568627451
70,6,27,100000,100000,580,561,808,813,0.5,0.5033921302578019,0.5160523186682521
70,6,28,100000,100000,583,588,797,798,0.5,0.5077720207253886,0.4860943168077388
70,6,29,100000,100000,569,597,809,795,0.5,0.472258064516129,0.516867469879518
70,6,30,100000,100000,587,580,796,794,0.5,0.5012953367875648,0.5181598062953995
70,6,31,100000,100000,544,619,785,794,0.5,0.48686030428769017,0.5024570024570024
70,6,32,100000,100000,583,558,804,802,0.5,0.5121621621621621,0.4837935174069628
70,6,33,100000,100000,586,572,787,811,0.5,0.505464480874317,0.49454545454545457
70,6,34,100000,100000,599,603,800,802,0.5,0.5056603773584906,0.5149700598802395
70,6,35,100000,100000,539,567,812,801,0.5,0.4893009985734665,0.5186522262334536
70,6,36,100000,100000,572,587,817,809,0.5,0.5120320855614974,0.4988009592326139
70,6,37,100000,100000,577,578,793,790,0.5,0.5032594524119948,0.488456865127582
70,6,38,100000,100000,577,578,799,791,0.5,0.479002624671916,0.48429951690821255
70,6,39,100000,100000,591,535,782,786,0.5,0.4786206896551724,0.48466257668711654
70,6,40,100000,100000,584,549,793,789,0.5,0.47908232118758437,0.49334945586457074
70,6,41,100000,100000,572,588,809,810,0.5,0.49024707412223667,0.473621103117506
70,6,42,100000,100000,560,570,795,799,0.5,0.5013333333333333,0.4812121212121212
70,6,43,100000,100000,590,578,790,791,0.5,0.5097529258777633,0.5293398533007335
70,6,44,100000,100000,569,554,793,788,0.5,0.48460508701472554,0.5060679611650486
70,6,45,100000,100000,570,600,815,813,0.5,0.49594594594594593,0.5035377358490566
70,6,46,100000,100000,563,592,796,800,0.5,0.5185185185185185,0.5181159420289855
70,6,47,100000,100000,588,585,808,804,0.5,0.5103896103896104,0.4964200477326969
70,6,48,100000,100000,607,592,790,802,0.5,0.4968152866242038,0.5272067714631197
70,6,49,100000,100000,549,598,810,801,0.5,0.5068493150684932,0.48619447779111646
70,6,50,100000,100000,581,573,770,776,0.5,0.48533333333333334,0.49436795994993743
70,6,51,100000,100000,614,579,802,797,0.5,0.5212765957446809,0.51145958986731
70,6,52,100000,100000,559,614,785,791,0.5,0.5059920106524634,0.5079950799507995
70,6,53,100000,100000,582,556,793,802,0.5,0.5084745762711864,0.5054413542926239
70,6,54,100000,100000,553,550,787,793,0.5,0.45737483085250336,0.47705314009661837
70,6,55,100000,100000,599,558,803,793,0.5,0.4928478543563069,0.4801920768307323
70,6,56,100000,100000,545,593,810,797,0.5,0.4978601997146933,0.5065868263473053
70,6,57,100000,100000,560,572,787,790,0.5,0.4993270524899058,0.5109489051094891
70,6,58,100000,100000,638,603,794,784,0.5,0.456865127582017,0.5348837209302325
70,6,59,100000,100000,594,544,811,801,0.5,0.5076923076923077,0.5234657039711191
70,6,60,100000,100000,613,554,796,800,0.5,0.5146853146853146,0.5169082125603864
70,6,61,100000,100000,563,581,790,804,0.5,0.48855989232839836,0.526060606060606
70,6,62,100000,100000,595,557,787,786,0.5,0.5013477088948787,0.49325153374233127
70,6,63,100000,100000,587,571,813,815,0.5,0.5575842696629213,0.5155875299760192
70,6,64,100000,100000,578,590,804,788,0.5,0.5013623978201635,0.5139732685297691
70,6,65,100000,100000,597,617,789,779,0.5,0.49063670411985016,0.4963144963144963
70,6,66,100000,100000,591,571,790,801,0.5,0.49226804123711343,0.4831730769230769
70,6,67,100000,100000,580,590,779,778,0.5,0.5243741765480896,0.5268414481897628
70,6,68,100000,100000,568,582,799,803,0.5,0.5039473684210526,0.48152562574493446
70,6,69,100000,100000,563,582,813,803,0.5,0.5041322314049587,0.49339735894357745
70,6,70,100000,100000,584,585,789,798,0.5,0.532345013477089,0.49696233292831105
70,6,71,100000,100000,624,541,800,801,0.5,0.49372384937238495,0.5324519230769231
70,6,72,100000,100000,531,543,809,797,0.5,0.4857142857142857,0.4994011976047904
70,6,73,100000,100000,596,576,818,818,0.5,0.5045871559633027,0.5263157894736842
70,6,74,100000,100000,586,589,777,783,0.5,0.5057915057915058,0.4684796044499382
70,6,75,100000,100000,577,579,794,799,0.5,0.5198412698412699,0.5235792019347038
70,6,76,100000,100000,546,563,798,796,0.5,0.5042016806722689,0.51145958986731
70,6,77,100000,100000,529,596,789,796,0.5,0.4726507713884993,0.488456865127582
70,6,78,100000,100000,603,561,809,789,0.5,0.5045871559633027,0.5204819277108433
70,6,79,100000,100000,582,566,795,801,0.5,0.5106666666666667,0.5006119951040392
70,6,80,100000,100000,598,582,797,789,0.5,0.5104166666666666,0.49031476997578693
70,6,81,100000,100000,579,591,802,798,0.5,0.49029754204398446,0.5017921146953405
70,6,82,100000,100000,566,539,802,792,0.5,0.5227272727272727,0.49033816425120774
70,6,83,100000,100000,584,561,783,781,0.5,0.4817813765182186,0.5147783251231527
70,6,84,100000,100000,587,604,807,816,0.5,0.4961439588688946,0.5248815165876777
70,6,85,100000,100000,554,585,803,800,0.5,0.513550135501355,0.49158653846153844
70,6,86,100000,100000,639,553,800,794,0.5,0.4939759036144578,0.4873035066505441
70,6,87,100000,100000,562,594,806,789,0.5,0.5112994350282486,0.5175757575757576
70,6,88,100000,100000,596,597,796,801,0.5,0.5097276264591439,0.48495788206979545
70,6,89,100000,100000,565,564,803,810,0.5,0.5026954177897575,0.5011990407673861
70,6,90,100000,100000,561,589,802,803,0.5,0.49595687331536387,0.49819059107358266
70,6,91,100000,100000,586,582,796,798,0.5,0.5,0.48856799037304455
70,6,92,100000,100000,584,593,785,802,0.5,0.5083440308087291,0.49573690621193667
70,6,93,100000,100000,598,609,783,792,0.5,0.5094339622641509,0.49447852760736194
70,6,94,100000,100000,568,577,804,793,0.5,0.5213793103448275,0.5151148730350665
70,6,95,100000,100000,594,601,798,809,0.5,0.48166877370417194,0.4857142857142857
70,6,96,100000,100000,638,547,809,821,0.5,0.47434119278779474,0.518957345971564
70,6,97,100000,100000,595,582,792,789,0.5,0.4897172236503856,0.46748466257668714
70,6,98,100000,100000,572,540,801,811,0.5,0.5014084507042254,0.497624703087886
70,6,99,100000,100000,612,589,798,790,0.5,0.49936628643852976,0.48902439024390243
70,7,0,100000,100000,588,599,811,813,0.5,0.5349740932642487,0.525564803804994
70,7,1,100000,100000,565,609,813,810,0.5,0.4880952380952381,0.4734982332155477
70,7,2,100000,100000,562,568,809,804,0.5,0.49867021276595747,0.5041916167664671
70,7,3,100000,100000,545,602,796,800,0.5,0.49519890260631,0.4795180722891566
70,7,4,100000,100000,618,562,786,783,0.5,0.5181208053691275,0.5264452644526445
70,7,5,100000,100000,558,572,804,795,0.5,0.5143638850889193,0.49221556886227547
70,7,6,100000,100000,577,548,802,803,0.5,0.5006784260515604,0.51145958986731
70,7,7,100000,100000,589,532,788,797,0.5,0.49449035812672176,0.5091352009744214
70,7,8,100000,100000,592,571,797,795,0.5,0.5046480743691899,0.4854014598540146
70,7,9,100000,100000,552,555,812,802,0.5,0.5081743869209809,0.5125748502994012
70,7,10,100000,100000,569,588,788,784,0.5,0.5087014725568942,0.49206349206349204
70,7,11,100000,100000,588,568,787,800,0.5,0.5104712041884817,0.5042944785276073
70,7,12,100000,100000,565,591,790,791,0.5,0.5013157894736842,0.49393203883495146
70,7,13,100000,100000,571,582,792,784,0.5,0.480946123521682,0.5006134969325153
70,7,14,100000,100000,547,599,792,792,0.5,0.49507735583684953,0.5182038834951457
70,7,15,100000,100000,558,573,785,792,0.5,0.5129958960328317,0.5171990171990172
70,7,16,100000,100000,592,621,800,809,0.5,0.503209242618742,0.5042219541616405
70,7,17,100000,100000,566,619,814,797,0.5,0.4958904109589041,0.4887039239001189
70,7,18,100000,100000,592,543,811,816,0.5,0.5136986301369864,0.49527186761229314
70,7,19,100000,100000,611,563,779,782,0.5,0.5019815059445178,0.48886138613861385
70,7,20,100000,100000,592,556,792,788,0.5,0.4864864864864865,0.5079365079365079
70,7,21,100000,100000,584,576,789,784,0.5,0.4980443285528031,0.4594594594594595
70,7,22,100000,100000,570,539,799,791,0.5,0.4985754985754986,0.5175332527206772
70,7,23,100000,100000,602,582,803,800,0.5,0.5085413929040736,0.5150784077201448
70,7,24,100000,100000,562,562,797,775,0.5,0.4986376021798365,0.49634146341463414
70,7,25,100000,100000,578,593,796,801,0.5,0.5238095238095238,0.5006016847172082
70,7,26,100000,100000,553,580,805,787,0.5,0.4816326530612245,0.5109223300970874
70,7,27,100000,100000,607,560,797,798,0.5,0.4966887417218543,0.4946236559139785
70,7,28,100000,100000,564,577,805,802,0.5,0.508843537414966,0.4964114832535885
70,7,29,100000,100000,566,595,799,798,0.5,0.4922879177377892,0.536144578313253
70,7,30,100000,100000,590,585,782,788,0.5,0.49615384615384617,0.4932844932844933
70,7,31,100000,100000,553,583,808,810,0.5,0.5137362637362637,0.524788391777509
70,7,32,100000,100000,569,569,778,784,0.5,0.5041436464088398,0.4950859950859951
70,7,33,100000,100000,610,584,809,800,0.5,0.5134788189987163,0.4975845410628019
70,7,34,100000,100000,577,576,800,798,0.5,0.513550135501355,0.5048309178743962
70,7,35,100000,100000,546,589,796,803,0.5,0.47493403693931396,0.46642685851318944
70,7,36,100000,100000,598,568,790,793,0.5,0.5013661202185792,0.5293398533007335
70,7,37,100000,100000,580,591,807,806,0.5,0.5123216601815823,0.5119331742243437
70,7,38,100000,100000,618,582,793,789,0.5,0.5154639175257731,0.5134474327628362
70,7,39,100000,100000,569,605,783,798,0.5,0.49606299212598426,0.4915254237288136
70,7,40,100000,100000,553,599,796,808,0.5,0.4986737400530504,0.48152562574493446
70,7,41,100000,100000,581,605,800,811,0.5,0.5012820512820513,0.4755661501787843
70,7,42,100000,100000,583,596,804,806,0.5,0.5142487046632125,0.5083932853717026
70,7,43,100000,100000,610,599,792,789,0.5,0.48625,0.48533007334963324
70,7,44,100000,100000,545,574,806,805,0.5,0.5103163686382394,0.5107913669064749
70,7,45,100000,100000,569,584,793,802,0.5,0.5091623036649214,0.5217391304347826
70,7,46,100000,100000,570,551,796,813,0.5,0.4818435754189944,0.4738095238095238
