parameter_k,pair_id,permute_id,seed,A_size,B_size,as_sketch_size_A,as_sketch_size_B,mgh_sketch_size_A,mgh_sketch_size_B,true_jaccard,jaccard_as,jaccard_mgh
70,6,29,42,100000,100000,585,595,795,799,0.5,0.5064432989690721,0.4812121212121212
70,6,30,42,100000,100000,575,563,795,799,0.5,0.5,0.4812121212121212
70,6,31,42,100000,100000,554,598,795,799,0.5,0.4993270524899058,0.4812121212121212
70,6,32,42,100000,100000,577,569,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,33,42,100000,100000,541,579,795,799,0.5,0.5006896551724138,0.4812121212121212
70,6,34,42,100000,100000,571,570,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,35,42,100000,100000,624,584,795,799,0.5,0.5051679586563308,0.4812121212121212
70,6,36,42,100000,100000,602,589,795,799,0.5,0.5051150895140665,0.4812121212121212
70,6,37,42,100000,100000,564,592,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,38,42,100000,100000,587,589,795,799,0.5,0.5044814340588989,0.4812121212121212
70,6,39,42,100000,100000,585,553,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,40,42,100000,100000,595,614,795,799,0.5,0.5069708491761724,0.4812121212121212
70,6,41,42,100000,100000,582,569,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,42,42,100000,100000,611,577,795,799,0.5,0.5013054830287206,0.4812121212121212
70,6,43,42,100000,100000,560,570,795,799,0.5,0.5013333333333333,0.4812121212121212
70,6,44,42,100000,100000,583,610,795,799,0.5,0.5064432989690721,0.4812121212121212
70,6,45,42,100000,100000,585,593,795,799,0.5,0.5064432989690721,0.4812121212121212
70,6,46,42,100000,100000,574,585,795,799,0.5,0.5019556714471969,0.4812121212121212
70,6,47,42,100000,100000,571,586,795,799,0.5,0.5,0.4812121212121212
70,6,48,42,100000,100000,582,558,795,799,0.5,0.5,0.4812121212121212
70,6,49,42,100000,100000,594,575,795,799,0.5,0.5,0.4812121212121212
70,6,50,42,100000,100000,608,585,795,799,0.5,0.5058064516129033,0.4812121212121212
70,6,51,42,100000,100000,588,575,795,799,0.5,0.5,0.4812121212121212
70,6,52,42,100000,100000,593,605,795,799,0.5,0.5069885641677255,0.4812121212121212
70,6,53,42,100000,100000,566,554,795,799,0.5,0.4993197278911565,0.4812121212121212
70,6,54,42,100000,100000,599,593,795,799,0.5,0.5069885641677255,0.4812121212121212
70,6,55,42,100000,100000,593,581,795,799,0.5,0.5038961038961038,0.4812121212121212
70,6,56,42,100000,100000,556,565,795,799,0.5,0.5,0.4812121212121212
70,6,57,42,100000,100000,590,584,795,799,0.5,0.5051679586563308,0.4812121212121212
70,6,58,42,100000,100000,575,557,795,799,0.5,0.4993234100135318,0.4812121212121212
70,6,59,42,100000,100000,611,601,795,799,0.5,0.5087939698492462,0.4812121212121212
70,6,60,42,100000,100000,569,577,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,61,42,100000,100000,545,557,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,62,42,100000,100000,589,579,795,799,0.5,0.5026041666666666,0.4812121212121212
70,6,63,42,100000,100000,569,606,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,64,42,100000,100000,581,566,795,799,0.5,0.5013333333333333,0.4812121212121212
70,6,65,42,100000,100000,548,549,795,799,0.5,0.5006877579092159,0.4812121212121212
70,6,66,42,100000,100000,571,576,795,799,0.5,0.5,0.4812121212121212
70,6,67,42,100000,100000,617,552,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,68,42,100000,100000,579,581,795,799,0.5,0.5038961038961038,0.4812121212121212
70,6,69,42,100000,100000,545,578,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,70,42,100000,100000,565,569,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,71,42,100000,100000,597,569,795,799,0.5,0.5033200531208499,0.4812121212121212
70,6,72,42,100000,100000,603,629,795,799,0.5,0.5087719298245614,0.4812121212121212
70,6,73,42,100000,100000,589,567,795,799,0.5,0.5019973368841545,0.4812121212121212
70,6,74,42,100000,100000,570,564,795,799,0.5,0.5,0.4812121212121212
70,6,75,42,100000,100000,583,574,795,799,0.5,0.49934469200524245,0.4812121212121212
70,6,76,42,100000,100000,549,578,795,799,0.5,0.4993197278911565,0.4812121212121212
70,6,77,42,100000,100000,582,583,795,799,0.5,0.5045278137128072,0.4812121212121212
70,6,78,42,100000,100000,578,557,795,799,0.5,0.4993234100135318,0.4812121212121212
70,6,79,42,100000,100000,589,581,795,799,0.5,0.5038961038961038,0.4812121212121212
70,6,80,42,100000,100000,579,587,795,799,0.5,0.5045395590142672,0.4812121212121212
70,6,81,42,100000,100000,590,572,795,799,0.5,0.5013192612137203,0.4812121212121212
70,6,82,42,100000,100000,573,574,795,799,0.5,0.49934469200524245,0.4812121212121212
70,6,83,42,100000,100000,570,558,795,799,0.5,0.5,0.4812121212121212
70,6,84,42,100000,100000,595,604,795,799,0.5,0.5069708491761724,0.4812121212121212
70,6,85,42,100000,100000,583,558,795,799,0.5,0.5,0.4812121212121212
70,6,86,42,100000,100000,590,588,795,799,0.5,0.5044814340588989,0.4812121212121212
70,6,87,42,100000,100000,605,592,795,799,0.5,0.5063613231552163,0.4812121212121212
70,6,88,42,100000,100000,595,593,795,799,0.5,0.5069885641677255,0.4812121212121212
70,6,89,42,100000,100000,593,584,795,799,0.5,0.5051679586563308,0.4812121212121212
70,6,90,42,100000,100000,579,587,795,799,0.5,0.5045395590142672,0.4812121212121212
70,6,91,42,100000,100000,577,584,795,799,0.5,0.5038961038961038,0.4812121212121212
70,6,92,42,100000,100000,556,597,795,799,0.5,0.5,0.4812121212121212
70,6,93,42,100000,100000,591,576,795,799,0.5,0.5006535947712418,0.4812121212121212
70,6,94,42,100000,100000,617,594,795,799,0.5,0.5069885641677255,0.4812121212121212
70,6,95,42,100000,100000,560,561,795,799,0.5,0.5,0.4812121212121212
70,6,96,42,100000,100000,592,528,795,799,0.5,0.5021459227467812,0.4812121212121212
70,6,97,42,100000,100000,564,553,795,799,0.5,0.5020576131687243,0.4812121212121212
70,6,98,42,100000,100000,554,547,795,799,0.5,0.5013850415512465,0.4812121212121212
70,6,99,42,100000,100000,560,570,795,799,0.5,0.5013333333333333,0.4812121212121212
70,7,0,42,100000,100000,594,563,804,806,0.5,0.51775956284153,0.5083932853717026
70,7,1,42,100000,100000,538,587,804,806,0.5,0.5166666666666667,0.5083932853717026
70,7,2,42,100000,100000,565,561,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,3,42,100000,100000,589,588,804,806,0.5,0.5131233595800525,0.5083932853717026
70,7,4,42,100000,100000,552,579,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,5,42,100000,100000,562,586,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,6,42,100000,100000,614,579,804,806,0.5,0.516,0.5083932853717026
70,7,7,42,100000,100000,558,548,804,806,0.5,0.5154929577464789,0.5083932853717026
70,7,8,42,100000,100000,580,590,804,806,0.5,0.5137254901960784,0.5083932853717026
70,7,9,42,100000,100000,577,592,804,806,0.5,0.5143229166666666,0.5083932853717026
70,7,10,42,100000,100000,529,584,804,806,0.5,0.5154929577464789,0.5083932853717026
70,7,11,42,100000,100000,582,598,804,806,0.5,0.5142118863049095,0.5083932853717026
70,7,12,42,100000,100000,564,583,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,13,42,100000,100000,549,575,804,806,0.5,0.5184174624829468,0.5083932853717026
70,7,14,42,100000,100000,571,613,804,806,0.5,0.5143229166666666,0.5083932853717026
70,7,15,42,100000,100000,581,560,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,16,42,100000,100000,530,571,804,806,0.5,0.5154929577464789,0.5083932853717026
70,7,17,42,100000,100000,566,572,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,18,42,100000,100000,561,558,804,806,0.5,0.5186206896551724,0.5083932853717026
70,7,19,42,100000,100000,604,583,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,20,42,100000,100000,588,541,804,806,0.5,0.5150645624103299,0.5083932853717026
70,7,21,42,100000,100000,617,522,804,806,0.5,0.5155555555555555,0.5083932853717026
70,7,22,42,100000,100000,579,594,804,806,0.5,0.5136186770428015,0.5083932853717026
70,7,23,42,100000,100000,646,576,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,24,42,100000,100000,546,604,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,25,42,100000,100000,572,511,804,806,0.5,0.5143721633888049,0.5083932853717026
70,7,26,42,100000,100000,607,608,804,806,0.5,0.514575411913815,0.5083932853717026
70,7,27,42,100000,100000,569,565,804,806,0.5,0.5184174624829468,0.5083932853717026
70,7,28,42,100000,100000,586,563,804,806,0.5,0.51775956284153,0.5083932853717026
70,7,29,42,100000,100000,553,623,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,30,42,100000,100000,609,576,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,31,42,100000,100000,554,597,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,32,42,100000,100000,591,593,804,806,0.5,0.5143229166666666,0.5083932853717026
70,7,33,42,100000,100000,590,578,804,806,0.5,0.5153538050734312,0.5083932853717026
70,7,34,42,100000,100000,585,598,804,806,0.5,0.5142118863049095,0.5083932853717026
70,7,35,42,100000,100000,571,609,804,806,0.5,0.5143229166666666,0.5083932853717026
70,7,36,42,100000,100000,570,573,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,37,42,100000,100000,550,553,804,806,0.5,0.5167130919220055,0.5083932853717026
70,7,38,42,100000,100000,561,577,804,806,0.5,0.5147058823529411,0.5083932853717026
70,7,39,42,100000,100000,613,567,804,806,0.5,0.5183673469387755,0.5083932853717026
70,7,40,42,100000,100000,599,562,804,806,0.5,0.5170998632010944,0.5083932853717026
70,7,41,42,100000,100000,553,588,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,42,42,100000,100000,569,587,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,43,42,100000,100000,603,588,804,806,0.5,0.5131233595800525,0.5083932853717026
70,7,44,42,100000,100000,568,587,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,45,42,100000,100000,571,565,804,806,0.5,0.5184174624829468,0.5083932853717026
70,7,46,42,100000,100000,607,585,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,47,42,100000,100000,585,560,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,48,42,100000,100000,585,596,804,806,0.5,0.5142487046632125,0.5083932853717026
70,7,49,42,100000,100000,551,545,804,806,0.5,0.515625,0.5083932853717026
70,7,50,42,100000,100000,578,552,804,806,0.5,0.5160390516039052,0.5083932853717026
70,7,51,42,100000,100000,594,629,804,806,0.5,0.5157232704402516,0.5083932853717026
70,7,52,42,100000,100000,568,591,804,806,0.5,0.5137254901960784,0.5083932853717026
70,7,53,42,100000,100000,590,570,804,806,0.5,0.5183175033921302,0.5083932853717026
70,7,54,42,100000,100000,574,567,804,806,0.5,0.5183673469387755,0.5083932853717026
70,7,55,42,100000,100000,544,589,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,56,42,100000,100000,597,550,804,806,0.5,0.5154061624649859,0.5083932853717026
70,7,57,42,100000,100000,567,586,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,58,42,100000,100000,585,600,804,806,0.5,0.5141388174807198,0.5083932853717026
70,7,59,42,100000,100000,575,616,804,806,0.5,0.5142118863049095,0.5083932853717026
70,7,60,42,100000,100000,555,580,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,61,42,100000,100000,567,607,804,806,0.5,0.5130890052356021,0.5083932853717026
70,7,62,42,100000,100000,575,532,804,806,0.5,0.5152838427947598,0.5083932853717026
70,7,63,42,100000,100000,569,592,804,806,0.5,0.5143603133159269,0.5083932853717026
70,7,64,42,100000,100000,598,573,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,65,42,100000,100000,573,567,804,806,0.5,0.5183673469387755,0.5083932853717026
70,7,66,42,100000,100000,541,572,804,806,0.5,0.5172890733056709,0.5083932853717026
70,7,67,42,100000,100000,599,563,804,806,0.5,0.51775956284153,0.5083932853717026
70,7,68,42,100000,100000,567,584,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,69,42,100000,100000,553,600,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,70,42,100000,100000,582,576,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,71,42,100000,100000,576,560,804,806,0.5,0.5192837465564738,0.5083932853717026
70,7,72,42,100000,100000,552,574,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,73,42,100000,100000,614,580,804,806,0.5,0.5166444740346205,0.5083932853717026
70,7,74,42,100000,100000,575,607,804,806,0.5,0.5142118863049095,0.5083932853717026
70,7,75,42,100000,100000,603,554,804,806,0.5,0.5166666666666667,0.5083932853717026
70,7,76,42,100000,100000,589,598,804,806,0.5,0.5142118863049095,0.5083932853717026
70,7,77,42,100000,100000,578,555,804,806,0.5,0.5173370319001387,0.5083932853717026
70,7,78,42,100000,100000,581,556,804,806,0.5,0.5172890733056709,0.5083932853717026
70,7,79,42,100000,100000,586,584,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,80,42,100000,100000,525,597,804,806,0.5,0.5162659123055162,0.5083932853717026
70,7,81,42,100000,100000,595,581,804,806,0.5,0.5166444740346205,0.5083932853717026
70,7,82,42,100000,100000,562,554,804,806,0.5,0.5166666666666667,0.5083932853717026
70,7,83,42,100000,100000,585,585,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,84,42,100000,100000,571,584,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,85,42,100000,100000,587,592,804,806,0.5,0.5143229166666666,0.5083932853717026
70,7,86,42,100000,100000,559,583,804,806,0.5,0.5166444740346205,0.5083932853717026
70,7,87,42,100000,100000,560,600,804,806,0.5,0.5166002656042497,0.5083932853717026
70,7,88,42,100000,100000,575,562,804,806,0.5,0.5170998632010944,0.5083932853717026
70,7,89,42,100000,100000,606,576,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,90,42,100000,100000,593,573,804,806,0.5,0.5175675675675676,0.5083932853717026
70,7,91,42,100000,100000,580,599,804,806,0.5,0.5141752577319587,0.5083932853717026
70,7,92,42,100000,100000,598,555,804,806,0.5,0.5173370319001387,0.5083932853717026
70,7,93,42,100000,100000,616,585,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,94,42,100000,100000,603,587,804,806,0.5,0.5172413793103449,0.5083932853717026
70,7,95,42,100000,100000,580,607,804,806,0.5,0.5147247119078106,0.5083932853717026
70,7,96,42,100000,100000,592,613,804,806,0.5,0.5151133501259446,0.5083932853717026
70,7,97,42,100000,100000,590,555,804,806,0.5,0.5173370319001387,0.5083932853717026
70,7,98,42,100000,100000,555,584,804,806,0.5,0.5154362416107383,0.5083932853717026
70,7,99,42,100000,100000,583,596,804,806,0.5,0.5142487046632125,0.5083932853717026
70,8,0,42,100000,100000,568,615,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,1,42,100000,100000,611,547,792,800,0.5,0.5347517730496454,0.49696969696969695
70,8,2,42,100000,100000,584,597,792,800,0.5,0.5324675324675324,0.49696969696969695
70,8,3,42,100000,100000,566,550,792,800,0.5,0.5345557122708039,0.49696969696969695
70,8,4,42,100000,100000,571,553,792,800,0.5,0.5343618513323983,0.49696969696969695
70,8,5,42,100000,100000,575,527,792,800,0.5,0.5391432791728212,0.49696969696969695
70,8,6,42,100000,100000,586,569,792,800,0.5,0.529891304347826,0.49696969696969695
70,8,7,42,100000,100000,568,595,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,8,42,100000,100000,589,587,792,800,0.5,0.5302631578947369,0.49696969696969695
70,8,9,42,100000,100000,553,604,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,10,42,100000,100000,549,582,792,800,0.5,0.5296551724137931,0.49696969696969695
70,8,11,42,100000,100000,606,569,792,800,0.5,0.529891304347826,0.49696969696969695
70,8,12,42,100000,100000,613,587,792,800,0.5,0.5302631578947369,0.49696969696969695
70,8,13,42,100000,100000,617,595,792,800,0.5,0.5319426336375489,0.49696969696969695
70,8,14,42,100000,100000,562,600,792,800,0.5,0.5296495956873315,0.49696969696969695
70,8,15,42,100000,100000,551,594,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,16,42,100000,100000,587,618,792,800,0.5,0.5348837209302325,0.49696969696969695
70,8,17,42,100000,100000,574,564,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,18,42,100000,100000,597,553,792,800,0.5,0.5343618513323983,0.49696969696969695
70,8,19,42,100000,100000,568,565,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,20,42,100000,100000,591,568,792,800,0.5,0.5306957708049114,0.49696969696969695
70,8,21,42,100000,100000,538,584,792,800,0.5,0.5338983050847458,0.49696969696969695
70,8,22,42,100000,100000,551,582,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,23,42,100000,100000,578,582,792,800,0.5,0.5298804780876494,0.49696969696969695
70,8,24,42,100000,100000,551,581,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,25,42,100000,100000,559,559,792,800,0.5,0.5290055248618785,0.49696969696969695
70,8,26,42,100000,100000,554,596,792,800,0.5,0.5300546448087432,0.49696969696969695
70,8,27,42,100000,100000,570,589,792,800,0.5,0.5292553191489362,0.49696969696969695
70,8,28,42,100000,100000,604,603,792,800,0.5,0.5353925353925354,0.49696969696969695
70,8,29,42,100000,100000,570,564,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,30,42,100000,100000,581,588,792,800,0.5,0.5308804204993429,0.49696969696969695
70,8,31,42,100000,100000,577,572,792,800,0.5,0.5297297297297298,0.49696969696969695
70,8,32,42,100000,100000,561,594,792,800,0.5,0.5297297297297298,0.49696969696969695
70,8,33,42,100000,100000,548,571,792,800,0.5,0.5290055248618785,0.49696969696969695
70,8,34,42,100000,100000,604,579,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,35,42,100000,100000,587,594,792,800,0.5,0.5319426336375489,0.49696969696969695
70,8,36,42,100000,100000,568,590,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,37,42,100000,100000,588,581,792,800,0.5,0.5298804780876494,0.49696969696969695
70,8,38,42,100000,100000,610,588,792,800,0.5,0.5308804204993429,0.49696969696969695
70,8,39,42,100000,100000,588,568,792,800,0.5,0.5306957708049114,0.49696969696969695
70,8,40,42,100000,100000,533,569,792,800,0.5,0.5358166189111748,0.49696969696969695
70,8,41,42,100000,100000,561,578,792,800,0.5,0.5297297297297298,0.49696969696969695
70,8,42,42,100000,100000,539,556,792,800,0.5,0.5345557122708039,0.49696969696969695
70,8,43,42,100000,100000,580,554,792,800,0.5,0.5327754532775453,0.49696969696969695
70,8,44,42,100000,100000,581,558,792,800,0.5,0.5327754532775453,0.49696969696969695
70,8,45,42,100000,100000,600,604,792,800,0.5,0.5359897172236504,0.49696969696969695
70,8,46,42,100000,100000,554,563,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,47,42,100000,100000,579,538,792,800,0.5,0.5383502170767004,0.49696969696969695
70,8,48,42,100000,100000,581,609,792,800,0.5,0.5319426336375489,0.49696969696969695
70,8,49,42,100000,100000,598,570,792,800,0.5,0.5305291723202171,0.49696969696969695
70,8,50,42,100000,100000,593,566,792,800,0.5,0.5300546448087432,0.49696969696969695
70,8,51,42,100000,100000,555,577,792,800,0.5,0.5306957708049114,0.49696969696969695
70,8,52,42,100000,100000,603,562,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,53,42,100000,100000,612,557,792,800,0.5,0.5327754532775453,0.49696969696969695
70,8,54,42,100000,100000,572,574,792,800,0.5,0.5302826379542396,0.49696969696969695
70,8,55,42,100000,100000,570,599,792,800,0.5,0.5292553191489362,0.49696969696969695
70,8,56,42,100000,100000,565,536,792,800,0.5,0.5392441860465116,0.49696969696969695
70,8,57,42,100000,100000,570,593,792,800,0.5,0.5292553191489362,0.49696969696969695
70,8,58,42,100000,100000,569,638,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,59,42,100000,100000,570,579,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,60,42,100000,100000,571,574,792,800,0.5,0.5302826379542396,0.49696969696969695
70,8,61,42,100000,100000,608,607,792,800,0.5,0.5358056265984654,0.49696969696969695
70,8,62,42,100000,100000,554,587,792,800,0.5,0.5300546448087432,0.49696969696969695
70,8,63,42,100000,100000,535,587,792,800,0.5,0.5341880341880342,0.49696969696969695
70,8,64,42,100000,100000,580,578,792,800,0.5,0.5300400534045394,0.49696969696969695
70,8,65,42,100000,100000,566,584,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,66,42,100000,100000,615,540,792,800,0.5,0.5358166189111748,0.49696969696969695
70,8,67,42,100000,100000,582,609,792,800,0.5,0.5318595578673602,0.49696969696969695
70,8,68,42,100000,100000,620,565,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,69,42,100000,100000,575,590,792,800,0.5,0.5310435931307794,0.49696969696969695
70,8,70,42,100000,100000,589,551,792,800,0.5,0.5344585091420534,0.49696969696969695
70,8,71,42,100000,100000,593,556,792,800,0.5,0.5327754532775453,0.49696969696969695
70,8,72,42,100000,100000,589,560,792,800,0.5,0.5296551724137931,0.49696969696969695
70,8,73,42,100000,100000,536,592,792,800,0.5,0.5340909090909091,0.49696969696969695
70,8,74,42,100000,100000,564,566,792,800,0.5,0.5300546448087432,0.49696969696969695
70,8,75,42,100000,100000,551,586,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,76,42,100000,100000,550,598,792,800,0.5,0.5303030303030303,0.49696969696969695
70,8,77,42,100000,100000,585,575,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,78,42,100000,100000,572,569,792,800,0.5,0.529891304347826,0.49696969696969695
70,8,79,42,100000,100000,609,576,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,80,42,100000,100000,586,583,792,800,0.5,0.5298013245033113,0.49696969696969695
70,8,81,42,100000,100000,536,570,792,800,0.5,0.5340909090909091,0.49696969696969695
70,8,82,42,100000,100000,575,559,792,800,0.5,0.5290055248618785,0.49696969696969695
70,8,83,42,100000,100000,605,570,792,800,0.5,0.5305291723202171,0.49696969696969695
70,8,84,42,100000,100000,550,573,792,800,0.5,0.5303030303030303,0.49696969696969695
70,8,85,42,100000,100000,567,562,792,800,0.5,0.530949105914718,0.49696969696969695
70,8,86,42,100000,100000,566,594,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,87,42,100000,100000,593,564,792,800,0.5,0.5301369863013699,0.49696969696969695
70,8,88,42,100000,100000,593,566,792,800,0.5,0.5300546448087432,0.49696969696969695
70,8,89,42,100000,100000,576,571,792,800,0.5,0.5305291723202171,0.49696969696969695
70,8,90,42,100000,100000,550,608,792,800,0.5,0.5303030303030303,0.49696969696969695
70,8,91,42,100000,100000,574,575,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,92,42,100000,100000,540,574,792,800,0.5,0.5344585091420534,0.49696969696969695
70,8,93,42,100000,100000,632,594,792,800,0.5,0.5319426336375489,0.49696969696969695
70,8,94,42,100000,100000,564,528,792,800,0.5,0.5390279823269514,0.49696969696969695
70,8,95,42,100000,100000,591,598,792,800,0.5,0.5330739299610895,0.49696969696969695
70,8,96,42,100000,100000,561,604,792,800,0.5,0.5297297297297298,0.49696969696969695
70,8,97,42,100000,100000,580,556,792,800,0.5,0.5327754532775453,0.49696969696969695
70,8,98,42,100000,100000,581,576,792,800,0.5,0.5302013422818792,0.49696969696969695
70,8,99,42,100000,100000,570,585,792,800,0.5,0.5292553191489362,0.49696969696969695
70,9,0,42,100000,100000,585,567,806,798,0.5,0.5106666666666667,0.5018007202881153
70,9,1,42,100000,100000,554,581,806,798,0.5,0.5170998632010944,0.5018007202881153
70,9,2,42,100000,100000,613,556,806,798,0.5,0.5170998632010944,0.5018007202881153
70,9,3,42,100000,100000,577,548,806,798,0.5,0.5131396957123098,0.5018007202881153
70,9,4,42,100000,100000,579,616,806,798,0.5,0.5064935064935064,0.5018007202881153
70,9,5,42,100000,100000,591,590,806,798,0.5,0.5070603337612324,0.5018007202881153
70,9,6,42,100000,100000,546,577,806,798,0.5,0.5131396957123098,0.5018007202881153
70,9,7,42,100000,100000,582,610,806,798,0.5,0.5057915057915058,0.5018007202881153
70,9,8,42,100000,100000,597,560,806,798,0.5,0.514246947082768,0.5018007202881153
70,9,9,42,100000,100000,586,590,806,798,0.5,0.5070603337612324,0.5018007202881153
70,9,10,42,100000,100000,607,605,806,798,0.5,0.5081555834378921,0.5018007202881153
70,9,11,42,100000,100000,596,580,806,798,0.5,0.505851755526658,0.5018007202881153
70,9,12,42,100000,100000,570,554,806,798,0.5,0.5157750342935528,0.5018007202881153
70,9,13,42,100000,100000,583,593,806,798,0.5,0.506426735218509,0.5018007202881153
70,9,14,42,100000,100000,557,584,806,798,0.5,0.514246947082768,0.5018007202881153
70,9,15,42,100000,100000,577,540,806,798,0.5,0.5126050420168067,0.5018007202881153
70,9,16,42,100000,100000,532,584,806,798,0.5,0.5149359886201992,0.5018007202881153
70,9,17,42,100000,100000,613,584,806,798,0.5,0.5064766839378239,0.5018007202881153
70,9,18,42,100000,100000,588,602,806,798,0.5,0.5095785440613027,0.5018007202881153
70,9,19,42,100000,100000,584,581,806,798,0.5,0.5064935064935064,0.5018007202881153
70,9,20,42,100000,100000,563,583,806,798,0.5,0.512751677852349,0.5018007202881153
70,9,21,42,100000,100000,566,583,806,798,0.5,0.5106666666666667,0.5018007202881153
70,9,22,42,100000,100000,586,538,806,798,0.5,0.5162659123055162,0.5018007202881153
70,9,23,42,100000,100000,567,619,806,798,0.5,0.511318242343542,0.5018007202881153
70,9,24,42,100000,100000,527,591,806,798,0.5,0.515850144092219,0.5018007202881153
70,9,25,42,100000,100000,591,592,806,798,0.5,0.5083226632522407,0.5018007202881153
70,9,26,42,100000,100000,587,592,806,798,0.5,0.5083226632522407,0.5018007202881153
70,9,27,42,100000,100000,571,567,806,798,0.5,0.5106666666666667,0.5018007202881153
70,9,28,42,100000,100000,562,584,806,798,0.5,0.512751677852349,0.5018007202881153
70,9,29,42,100000,100000,561,591,806,798,0.5,0.5127860026917901,0.5018007202881153
70,9,30,42,100000,100000,548,591,806,798,0.5,0.5137741046831956,0.5018007202881153
70,9,31,42,100000,100000,637,575,806,798,0.5,0.5098814229249012,0.5018007202881153
70,9,32,42,100000,100000,579,548,806,798,0.5,0.5131396957123098,0.5018007202881153
70,9,33,42,100000,100000,568,594,806,798,0.5,0.511318242343542,0.5018007202881153
70,9,34,42,100000,100000,545,568,806,798,0.5,0.5131761442441054,0.5018007202881153
70,9,35,42,100000,100000,586,579,806,798,0.5,0.5058670143415906,0.5018007202881153
70,9,36,42,100000,100000,606,562,806,798,0.5,0.5142083897158322,0.5018007202881153
70,9,37,42,100000,100000,591,567,806,798,0.5,0.5106666666666667,0.5018007202881153
70,9,38,42,100000,100000,575,593,806,798,0.5,0.5098814229249012,0.5018007202881153
70,9,39,42,100000,100000,586,605,806,798,0.5,0.5083226632522407,0.5018007202881153
70,9,40,42,100000,100000,578,575,806,798,0.5,0.5098814229249012,0.5018007202881153
70,9,41,42,100000,100000,595,541,806,798,0.5,0.5126050420168067,0.5018007202881153
70,9,42,42,100000,100000,563,610,806,798,0.5,0.512751677852349,0.5018007202881153
70,9,43,42,100000,100000,583,571,806,798,0.5,0.5105820105820106,0.5018007202881153
70,9,44,42,100000,100000,591,627,806,798,0.5,0.5095785440613027,0.5018007202881153
70,9,45,42,100000,100000,594,589,806,798,0.5,0.506426735218509,0.5018007202881153
70,9,46,42,100000,100000,540,565,806,798,0.5,0.5126050420168067,0.5018007202881153
